Edge_Artist_1,Edge_Artist_2,Streams,Path,Path Length
Arijit Singh,Harrykahanhai,138568228,Arijit Singh → Jasleen Royal → Harrykahanhai,2
Jasleen Royal,Harrykahanhai,138568228,Jasleen Royal → Arijit Singh → Harrykahanhai,2
Gustavo Mioto,Mari Fernandez,137744131,,-1
Lana Del Rey,Ariana Grande,137203073,Lana Del Rey → The Weeknd → Ariana Grande,2
Lana Del Rey,Miley Cyrus,137203073,Lana Del Rey → Ariana Grande → Miley Cyrus,2
Ariana Grande,Miley Cyrus,137203073,Ariana Grande → Lana Del Rey → Miley Cyrus,2
Justin Bieber,Billie Eilish,136746503,Justin Bieber → Khalid → Billie Eilish,2
Lil Yachty,DRAM,136678352,Lil Yachty → Calvin Harris → DRAM,2
Rafa Pabön,Alex Rose,135776730,Rafa Pabön → Cazzu → Alex Rose,2
David Guetta,Dimitri Vegas & Like Mike,135594688,David Guetta → Daddy Yankee → Dimitri Vegas & Like Mike,2
David Guetta,Dimitri Vegas,135594688,David Guetta → Daddy Yankee → Dimitri Vegas,2
J Balvin,Major Lazer,135525018,J Balvin → Justin Bieber → Major Lazer,2
J Balvin,El Alfa,135525018,J Balvin → Daddy Yankee → El Alfa,2
Major Lazer,El Alfa,135525018,Major Lazer → J Balvin → El Alfa,2
Elton John,Britney Spears,135375171,,-1
Jhayco,Mora,135206532,Jhayco → Quevedo → Mora,2
Bad Bunny,Wisin,135069082,Bad Bunny → Ozuna → Wisin,2
Bad Bunny,Almighty,135069082,Bad Bunny → Ozuna → Almighty,2
Ozuna,Mambo Kingz,135069082,Ozuna → Bad Bunny → Mambo Kingz,2
Ozuna,DJ Luian,135069082,Ozuna → Bad Bunny → DJ Luian,2
Ozuna,Almighty,135069082,Ozuna → Bad Bunny → Almighty,2
DJ Luian,Wisin,135069082,DJ Luian → Bad Bunny → Wisin,2
DJ Luian,Almighty,135069082,DJ Luian → Bad Bunny → Almighty,2
Mambo Kingz,Wisin,135069082,Mambo Kingz → Bad Bunny → Wisin,2
Mambo Kingz,Almighty,135069082,Mambo Kingz → Bad Bunny → Almighty,2
Wisin,Almighty,135069082,Wisin → Bad Bunny → Almighty,2
Future,MC Fioti,134979902,Future → J Balvin → MC Fioti,2
Future,J Balvin,134979902,Future → Justin Bieber → J Balvin,2
Future,Stefflon Don,134979902,Future → J Balvin → Stefflon Don,2
Future,Juan Magán,134979902,Future → J Balvin → Juan Magán,2
J Balvin,MC Fioti,134979902,J Balvin → Future → MC Fioti,2
J Balvin,Stefflon Don,134979902,J Balvin → Future → Stefflon Don,2
J Balvin,Juan Magán,134979902,J Balvin → Future → Juan Magán,2
MC Fioti,Stefflon Don,134979902,MC Fioti → Future → Stefflon Don,2
MC Fioti,Juan Magán,134979902,MC Fioti → Future → Juan Magán,2
Stefflon Don,Juan Magán,134979902,Stefflon Don → Future → Juan Magán,2
Lil Uzi Vert,sped up nightcore,134770524,Lil Uzi Vert → ARIZONATEARS → sped up nightcore,2
Lil Uzi Vert,ARIZONATEARS,134770524,Lil Uzi Vert → sped up nightcore → ARIZONATEARS,2
sped up nightcore,ARIZONATEARS,134770524,sped up nightcore → Lil Uzi Vert → ARIZONATEARS,2
Kina,Adriana Proenza,134533265,,-1
Nicky Jam,Rafa Pabön,134198033,Nicky Jam → Feid → Rafa Pabön,2
Rafa Pabön,Justin Quiles,134198033,Rafa Pabön → Feid → Justin Quiles,2
Ozuna,Maluma,134146384,Ozuna → Shakira → Maluma,2
Paulo Londra,Piso 21,134144734,Paulo Londra → Feid → Maluma → Piso 21,3
Feid,Polimá Westcoast,133879193,Feid → Pailita → Polimá Westcoast,2
Feid,Pailita,133879193,Feid → Polimá Westcoast → Pailita,2
Feid,Paloma Mami,133879193,Feid → Polimá Westcoast → Paloma Mami,2
Feid,De La Ghetto,133879193,Feid → Quevedo → De La Ghetto,2
Polimá Westcoast,Paloma Mami,133879193,Polimá Westcoast → Feid → Paloma Mami,2
Polimá Westcoast,De La Ghetto,133879193,Polimá Westcoast → Feid → De La Ghetto,2
Pailita,Paloma Mami,133879193,Pailita → Feid → Paloma Mami,2
Pailita,De La Ghetto,133879193,Pailita → Feid → De La Ghetto,2
Paloma Mami,De La Ghetto,133879193,Paloma Mami → Feid → De La Ghetto,2
Playboi Carti,Trippie Redd,133872952,Playboi Carti → Lil Yachty → Trippie Redd,2
Juice WRLD,Trippie Redd,133516316,Juice WRLD → Polo G → Trippie Redd,2
P!nk,Willow Sage Hart,132526342,,-1
David Guetta,Becky Hill,132268220,David Guetta → Ella Henderson → Becky Hill,2
Tion Wayne,ArrDee,131383409,Tion Wayne → Russ Millions → ArrDee,2
Tion Wayne,E1 (3x3),131383409,Tion Wayne → Russ Millions → E1 (3x3),2
Tion Wayne,ZT (3x3),131383409,Tion Wayne → Russ Millions → ZT (3x3),2
Tion Wayne,Bugzy Malone,131383409,Tion Wayne → Russ Millions → Bugzy Malone,2
Tion Wayne,Buni,131383409,Tion Wayne → Russ Millions → Buni,2
Tion Wayne,Fivio Foreign,131383409,Tion Wayne → Russ Millions → Fivio Foreign,2
Tion Wayne,Darkoo,131383409,Tion Wayne → Russ Millions → Darkoo,2
Russ Millions,ArrDee,131383409,Russ Millions → Tion Wayne → ArrDee,2
Russ Millions,E1 (3x3),131383409,Russ Millions → Tion Wayne → E1 (3x3),2
Russ Millions,ZT (3x3),131383409,Russ Millions → Tion Wayne → ZT (3x3),2
Russ Millions,Bugzy Malone,131383409,Russ Millions → Tion Wayne → Bugzy Malone,2
Russ Millions,Buni,131383409,Russ Millions → Tion Wayne → Buni,2
Russ Millions,Fivio Foreign,131383409,Russ Millions → Tion Wayne → Fivio Foreign,2
Russ Millions,Darkoo,131383409,Russ Millions → Tion Wayne → Darkoo,2
ArrDee,E1 (3x3),131383409,ArrDee → Tion Wayne → E1 (3x3),2
ArrDee,ZT (3x3),131383409,ArrDee → Tion Wayne → ZT (3x3),2
ArrDee,Bugzy Malone,131383409,ArrDee → Tion Wayne → Bugzy Malone,2
ArrDee,Buni,131383409,ArrDee → Tion Wayne → Buni,2
ArrDee,Fivio Foreign,131383409,ArrDee → Tion Wayne → Fivio Foreign,2
ArrDee,Darkoo,131383409,ArrDee → Tion Wayne → Darkoo,2
E1 (3x3),ZT (3x3),131383409,E1 (3x3) → Tion Wayne → ZT (3x3),2
E1 (3x3),Bugzy Malone,131383409,E1 (3x3) → Tion Wayne → Bugzy Malone,2
E1 (3x3),Buni,131383409,E1 (3x3) → Tion Wayne → Buni,2
E1 (3x3),Fivio Foreign,131383409,E1 (3x3) → Tion Wayne → Fivio Foreign,2
E1 (3x3),Darkoo,131383409,E1 (3x3) → Tion Wayne → Darkoo,2
ZT (3x3),Bugzy Malone,131383409,ZT (3x3) → Tion Wayne → Bugzy Malone,2
ZT (3x3),Buni,131383409,ZT (3x3) → Tion Wayne → Buni,2
ZT (3x3),Fivio Foreign,131383409,ZT (3x3) → Tion Wayne → Fivio Foreign,2
ZT (3x3),Darkoo,131383409,ZT (3x3) → Tion Wayne → Darkoo,2
Bugzy Malone,Buni,131383409,Bugzy Malone → Tion Wayne → Buni,2
Bugzy Malone,Fivio Foreign,131383409,Bugzy Malone → Tion Wayne → Fivio Foreign,2
Bugzy Malone,Darkoo,131383409,Bugzy Malone → Tion Wayne → Darkoo,2
Buni,Fivio Foreign,131383409,Buni → Tion Wayne → Fivio Foreign,2
Buni,Darkoo,131383409,Buni → Tion Wayne → Darkoo,2
Fivio Foreign,Darkoo,131383409,Fivio Foreign → Tion Wayne → Darkoo,2
Neo Beats,Xamã,131288711,Neo Beats → Gustah → Xamã,2
Neo Beats,Gustah,131288711,Neo Beats → Xamã → Gustah,2
Neo Beats,Bagua Records,131288711,Neo Beats → Xamã → Bagua Records,2
Xamã,Gustah,131288711,Xamã → Neo Beats → Gustah,2
Xamã,Bagua Records,131288711,Xamã → Neo Beats → Bagua Records,2
Gustah,Bagua Records,131288711,Gustah → Neo Beats → Bagua Records,2
Bizarrap,Young Miko,130135543,Bizarrap → Rauw Alejandro → Bad Bunny → Young Miko,3
J Balvin,Beyoncé,129880923,J Balvin → Future → Beyoncé,2
Beyoncé,Willy William,129880923,Beyoncé → J Balvin → Willy William,2
Anuel AA,Los Legendarios,129729188,Anuel AA → Jhayco → Los Legendarios,2
Selena Gomez,benny blanco,128974936,Selena Gomez → J Balvin → benny blanco,2
Selena Gomez,J Balvin,128974936,Selena Gomez → Ozuna → J Balvin,2
Selena Gomez,Tainy,128974936,Selena Gomez → Ozuna → Tainy,2
J Balvin,benny blanco,128974936,J Balvin → Selena Gomez → benny blanco,2
Tainy,benny blanco,128974936,Tainy → Selena Gomez → benny blanco,2
Kehlani,G-Eazy,128745676,Kehlani → Charlie Puth → G-Eazy,2
Farruko,Milly,128657047,Farruko → Nio Garcia → Milly,2
Farruko,Nio Garcia,128657047,Farruko → Bad Bunny → Nio Garcia,2
Farruko,Jay Wheeler,128657047,Farruko → Myke Towers → Jay Wheeler,2
Nio Garcia,Milly,128657047,Nio Garcia → Farruko → Milly,2
Nio Garcia,Jay Wheeler,128657047,Nio Garcia → Farruko → Jay Wheeler,2
Nio Garcia,Amenazzy,128657047,Nio Garcia → Nicky Jam → Amenazzy,2
Jay Wheeler,Milly,128657047,Jay Wheeler → Farruko → Milly,2
Jay Wheeler,Amenazzy,128657047,Jay Wheeler → Farruko → Amenazzy,2
Milly,Amenazzy,128657047,Milly → Farruko → Amenazzy,2
Travis Scott,NAV,127920751,Travis Scott → The Weeknd → NAV,2
Amitabh Bhattacharya,Sachin-Jigar,127836145,Amitabh Bhattacharya → Arijit Singh → Sachin-Jigar,2
Khalid,Calvin Harris,127822788,Khalid → Future → Calvin Harris,2
Khalid,Future,127822788,Khalid → Justin Bieber → Future,2
Khalid,Funk Wav,127822788,Khalid → Future → Funk Wav,2
Future,Calvin Harris,127822788,Future → The Weeknd → Calvin Harris,2
Future,Funk Wav,127822788,Future → Khalid → Funk Wav,2
S3BZS,Mc Gw,127576839,S3BZS → Mc Menor Do Alvorada → Mc Gw,2
S3BZS,Mc Menor Do Alvorada,127576839,S3BZS → Mc Gw → Mc Menor Do Alvorada,2
Mc Gw,Mc Menor Do Alvorada,127576839,Mc Gw → S3BZS → Mc Menor Do Alvorada,2
Snoop Dogg,Dr. Dre,127492379,,-1
Sebastian Yatra,Luis Figueroa,127370734,Sebastian Yatra → Lary Over → Luis Figueroa,2
Sebastian Yatra,Lary Over,127370734,Sebastian Yatra → Luis Figueroa → Lary Over,2
Luis Figueroa,Lary Over,127370734,Luis Figueroa → Sebastian Yatra → Lary Over,2
Ty Dolla $ign,Fifth Harmony,127033115,Ty Dolla $ign → Gucci Mane → Fifth Harmony,2
Wallows,Clairo,126804188,,-1
Curtis Waters,Harm Franklin,125921899,,-1
The Weeknd,Maluma,125857481,The Weeknd → Swae Lee → Maluma,2
Peso Pluma,Becky G,125852457,Peso Pluma → KAROL G → Becky G,2
6ix9ine,Tory Lanez,125803277,6ix9ine → Young Thug → Tory Lanez,2
Calvin Harris,Young Thug,125707275,Calvin Harris → Dua Lipa → Young Thug,2
Rauw Alejandro,Alex Rose,125537681,Rauw Alejandro → Lyanno → Alex Rose,2
Juice WRLD,Lil Uzi Vert,125469666,Juice WRLD → The Weeknd → Lil Uzi Vert,2
Ofenbach,Lagique,125451999,,-1
Anitta,Tropkillaz,124134025,Anitta → J Balvin → Tropkillaz,2
ZAAC,Tropkillaz,124134025,ZAAC → J Balvin → Tropkillaz,2
Feid,Alejo,124015852,Feid → ROBI → Alejo,2
Feid,ROBI,124015852,Feid → Alejo → ROBI,2
Alejo,ROBI,124015852,Alejo → Feid → ROBI,2
The Greatest Showman Ensemble,Hugh Jackman,124014866,The Greatest Showman Ensemble → Keala Settle → Hugh Jackman,2
Tiago PZK,Trueno,123950882,Tiago PZK → Bizarrap → Trueno,2
Bizarrap,Villano Antillano,123525427,,-1
Jonas Blue,JP Cooper,123408019,,-1
Future,Rihanna,123121561,Future → Drake → Rihanna,2
Taylor Swift,Bon Iver,122950207,Taylor Swift → Future → Post Malone → Noah Kahan → Zach Bryan → Bon Iver,5
Jere Klein,Gittobeatz,122764938,,-1
RAYE,Regard,122645844,RAYE → David Guetta → Martin Garrix → Troye Sivan → Regard,4
CNCO,Little Mix,121993437,CNCO → Yandel → Daddy Yankee → David Guetta → Little Mix,4
The Chainsmokers,Phoebe Ryan,120558753,,-1
Eminem,Logic,119989488,Eminem → X Ambassadors → Logic,2
Ed Sheeran,Burna Boy,119884192,Ed Sheeran → Stormzy → Burna Boy,2
Stormzy,Burna Boy,119884192,Stormzy → Ed Sheeran → Burna Boy,2
NATTI NATASHA,Zion,119781316,NATTI NATASHA → Anuel AA → Zion,2
Sebastian Yatra,Dalmata,119635665,,-1
Eartha Kitt,Henri René and His Orchestra,119587674,,-1
Peso Pluma,Luis R Conriquez,119468248,Peso Pluma → Tony Aguirre → Luis R Conriquez,2
Post Malone,SZA,119084604,Post Malone → Justin Bieber → SZA,2
Nicky Jam,Myke Towers,118844500,Nicky Jam → Bad Bunny → Myke Towers,2
Shakira,Anuel AA,118679933,Shakira → Bizarrap → Anuel AA,2
Mc Pedrinho,DJ 900,118351141,Mc Pedrinho → Mc Davi → DJ 900,2
Jax Jones,Ina Wroldsen,117899105,,-1
Travis Scott,Miguel,117642137,Travis Scott → Kid Cudi → Selena Gomez → Kygo → Miguel,4
Yandel,IAmChino,117267607,Yandel → Pitbull → IAmChino,2
Yandel,Pitbull,117267607,Yandel → IAmChino → Pitbull,2
Yandel,El Chacal,117267607,Yandel → IAmChino → El Chacal,2
IAmChino,Pitbull,117267607,IAmChino → Yandel → Pitbull,2
IAmChino,El Chacal,117267607,IAmChino → Yandel → El Chacal,2
Pitbull,El Chacal,117267607,Pitbull → Yandel → El Chacal,2
Lyanno,Bryant Myers,117217204,Lyanno → Chencho Corleone → Bryant Myers,2
bbno$,Rich Brian,116397095,,-1
Zac Efron,Hugh Jackman,115907663,Zac Efron → Keala Settle → Hugh Jackman,2
Khalid,Kane Brown,115760504,Khalid → Marshmello → Kane Brown,2
Swae Lee,Kane Brown,115760504,Swae Lee → Khalid → Kane Brown,2
J Balvin,Liam Payne,115586518,J Balvin → Bebe Rexha → Rita Ora → Liam Payne,3
Vishal Mishra,Raj Shekhar,115580112,,-1
Nicky Jam,Wisin,114922075,Nicky Jam → Bad Bunny → Wisin,2
Future,Juice WRLD,114902209,Future → Justin Bieber → Juice WRLD,2
JNR CHOI,Sam Tompkins,114291711,,-1
Myke Towers,Arcángel,114231060,Myke Towers → Bad Bunny → Arcángel,2
OneRepublic,Seeb,113542732,OneRepublic → Kygo → Selena Gomez → Coldplay → Seeb,4
Kanye West,YNW Melly,113541444,Kanye West → Future → Juice WRLD → YNW Melly,3
KAROL G,Maluma,112683252,KAROL G → Quevedo → Maluma,2
Doja Cat,Gucci Mane,112619024,Doja Cat → 21 Savage → Gucci Mane,2
Jimin,JVKE,112429498,Jimin → Charlie Puth → JVKE,2
Jimin,Muni Long,112429498,Jimin → Charlie Puth → Muni Long,2
Jimin,Fast & Furious: The Fast Saga,112429498,Jimin → Charlie Puth → Fast & Furious: The Fast Saga,2
Fast & Furious: The Fast Saga,JVKE,112429498,Fast & Furious: The Fast Saga → Charlie Puth → JVKE,2
Fast & Furious: The Fast Saga,Muni Long,112429498,Fast & Furious: The Fast Saga → Charlie Puth → Muni Long,2
JVKE,Muni Long,112429498,JVKE → Charlie Puth → Muni Long,2
Kygo,Rita Ora,112350215,Kygo → Avicii → Rita Ora,2
Swae Lee,NAV,112285319,Swae Lee → The Weeknd → NAV,2
Swae Lee,A Boogie Wit da Hoodie,112285319,Swae Lee → Khalid → A Boogie Wit da Hoodie,2
A Boogie Wit da Hoodie,Metro Boomin,112285319,A Boogie Wit da Hoodie → Swae Lee → Metro Boomin,2
NAV,Metro Boomin,112285319,NAV → The Weeknd → Metro Boomin,2
Snakehips,MØ,111735595,,-1
Lil Baby,DJ Khaled,111127727,Lil Baby → Post Malone → DJ Khaled,2
Dimitri Vegas & Like Mike,Like Mike,110351773,Dimitri Vegas & Like Mike → David Guetta → Like Mike,2
Dimitri Vegas,Like Mike,110351773,Dimitri Vegas → David Guetta → Like Mike,2
Aaron Smith,Krono,109888832,Aaron Smith → Luvli → Krono,2
Aaron Smith,Luvli,109888832,Aaron Smith → Krono → Luvli,2
Krono,Luvli,109888832,Krono → Aaron Smith → Luvli,2
Hailee Steinfeld,BloodPop®,109875183,Hailee Steinfeld → mgk → Lil Wayne → Justin Bieber → BloodPop®,4
Martin Garrix,Bonn,109806282,,-1
Kanye West,Pusha T,109771659,Kanye West → Lil Uzi Vert → Pusha T,2
Xavi,Los Dareyes De La Sierra,109453555,Xavi → Tony Aguirre → Peso Pluma → Los Dareyes De La Sierra,3
Alan Walker,Ava Max,108858748,Alan Walker → Sabrina Carpenter → Jonas Blue → Tiësto → Ava Max,4
David Guetta,Nicki Minaj,108740269,David Guetta → Jason Derulo → Nicki Minaj,2
21 Savage,Offset,108721637,21 Savage → Drake → Offset,2
Jonas Blue,RAYE,108528853,Jonas Blue → Tiësto → Tate McRae → Regard → RAYE,4
DaBaby,Quality Control,108097650,DaBaby → Lil Baby → Quality Control,2
Quality Control,Lil Baby,108097650,Quality Control → DaBaby → Lil Baby,2
Lunay,Farruko,108019309,Lunay → Bad Bunny → Farruko,2
ZAYN,PARTYNEXTDOOR,107527761,ZAYN → Taylor Swift → Future → Drake → PARTYNEXTDOOR,4
YG,2 Chainz,107222661,YG → Nicki Minaj → 2 Chainz,2
YG,Big Sean,107222661,YG → Post Malone → Big Sean,2
YG,Nicki Minaj,107222661,YG → Post Malone → Nicki Minaj,2
Nicki Minaj,2 Chainz,107222661,Nicki Minaj → Drake → 2 Chainz,2
Nicki Minaj,Big Sean,107222661,Nicki Minaj → Post Malone → Big Sean,2
2 Chainz,Big Sean,107222661,2 Chainz → Travis Scott → Big Sean,2
NATTI NATASHA,Thalia,106993167,,-1
Playboi Carti,¥$,106648021,Playboi Carti → Ty Dolla $ign → ¥$,2
Playboi Carti,Kanye West,106648021,Playboi Carti → Drake → Kanye West,2
Playboi Carti,Ty Dolla $ign,106648021,Playboi Carti → Drake → Ty Dolla $ign,2
Playboi Carti,Rich The Kid,106648021,Playboi Carti → Ty Dolla $ign → Rich The Kid,2
Ty Dolla $ign,Rich The Kid,106648021,Ty Dolla $ign → Tyga → Rich The Kid,2
Kanye West,Rich The Kid,106648021,Kanye West → Playboi Carti → Rich The Kid,2
Rich The Kid,¥$,106648021,Rich The Kid → Playboi Carti → ¥$,2
Eliza Rose,Interplanetary Criminal,106426241,,-1
Quevedo,La Pantera,106044885,Quevedo → Juseph → La Pantera,2
Quevedo,Juseph,106044885,Quevedo → La Pantera → Juseph,2
Quevedo,Abhir Hathi,106044885,Quevedo → La Pantera → Abhir Hathi,2
Quevedo,Bejo,106044885,Quevedo → La Pantera → Bejo,2
Quevedo,Cruz Cafuné,106044885,Quevedo → La Pantera → Cruz Cafuné,2
Quevedo,EL IMA,106044885,Quevedo → La Pantera → EL IMA,2
La Pantera,Juseph,106044885,La Pantera → Quevedo → Juseph,2
La Pantera,Abhir Hathi,106044885,La Pantera → Quevedo → Abhir Hathi,2
La Pantera,Bejo,106044885,La Pantera → Quevedo → Bejo,2
La Pantera,Cruz Cafuné,106044885,La Pantera → Quevedo → Cruz Cafuné,2
La Pantera,EL IMA,106044885,La Pantera → Quevedo → EL IMA,2
Juseph,Abhir Hathi,106044885,Juseph → Quevedo → Abhir Hathi,2
Juseph,Bejo,106044885,Juseph → Quevedo → Bejo,2
Juseph,Cruz Cafuné,106044885,Juseph → Quevedo → Cruz Cafuné,2
Juseph,EL IMA,106044885,Juseph → Quevedo → EL IMA,2
Abhir Hathi,Bejo,106044885,Abhir Hathi → Quevedo → Bejo,2
Abhir Hathi,Cruz Cafuné,106044885,Abhir Hathi → Quevedo → Cruz Cafuné,2
Abhir Hathi,EL IMA,106044885,Abhir Hathi → Quevedo → EL IMA,2
Bejo,Cruz Cafuné,106044885,Bejo → Quevedo → Cruz Cafuné,2
Bejo,EL IMA,106044885,Bejo → Quevedo → EL IMA,2
Cruz Cafuné,EL IMA,106044885,Cruz Cafuné → Quevedo → EL IMA,2
Gotye,Kimbra,105980349,,-1
Tyga,Blxst,105790086,Tyga → Ty Dolla $ign → Blxst,2
Tyga,Ty Dolla $ign,105790086,Tyga → Post Malone → Ty Dolla $ign,2
Ty Dolla $ign,Blxst,105790086,Ty Dolla $ign → Tyga → Blxst,2
Wisin & Yandel,Romeo Santos,105327096,Wisin & Yandel → Ozuna → Romeo Santos,2
Doja Cat,Ariana Grande,105267732,Doja Cat → The Weeknd → Ariana Grande,2
Rauw Alejandro,Cazzu,105208507,Rauw Alejandro → Bad Bunny → Cazzu,2
Lyanno,Alex Rose,105208507,Lyanno → Rauw Alejandro → Alex Rose,2
Lyanno,Lenny Tavárez,105208507,Lyanno → Chencho Corleone → Lenny Tavárez,2
Lyanno,Cazzu,105208507,Lyanno → Rauw Alejandro → Cazzu,2
Cazzu,Alex Rose,105208507,Cazzu → Rauw Alejandro → Alex Rose,2
Lenny Tavárez,Alex Rose,105208507,Lenny Tavárez → Rauw Alejandro → Alex Rose,2
David Guetta,Ella Henderson,105187399,David Guetta → Becky Hill → Ella Henderson,2
Becky Hill,Ella Henderson,105187399,Becky Hill → David Guetta → Ella Henderson,2
Mora,SAIKO,105060644,Mora → Quevedo → SAIKO,2
BTS,Steve Aoki,104978926,BTS → Desiigner → Steve Aoki,2
Lady Gaga,BLACKPINK,104865459,Lady Gaga → Elton John → Dua Lipa → BLACKPINK,3
R3HAB,A Touch Of Class,104395994,,-1
Feid,J Balvin,104092101,Feid → Bad Bunny → J Balvin,2
Feid,Maluma,104092101,Feid → Quevedo → Maluma,2
J Balvin,Justin Quiles,104092101,J Balvin → Feid → Justin Quiles,2
Daddy Yankee,Sebastian Yatra,103506300,Daddy Yankee → Nicky Jam → Sebastian Yatra,2
Daddy Yankee,Jonas Brothers,103506300,Daddy Yankee → KAROL G → Jonas Brothers,2
Sebastian Yatra,NATTI NATASHA,103506300,Sebastian Yatra → Daddy Yankee → NATTI NATASHA,2
Sebastian Yatra,Jonas Brothers,103506300,Sebastian Yatra → Daddy Yankee → Jonas Brothers,2
NATTI NATASHA,Jonas Brothers,103506300,NATTI NATASHA → Daddy Yankee → Jonas Brothers,2
Tiësto,Jonas Blue,103252399,Tiësto → Rita Ora → Jonas Blue,2
Tiësto,Rita Ora,103252399,Tiësto → Jonas Blue → Rita Ora,2
Jonas Blue,Rita Ora,103252399,Jonas Blue → Tiësto → Rita Ora,2
The Weeknd,Future,103172163,The Weeknd → Post Malone → Future,2
Jax Jones,MNEK,103010020,Jax Jones → Joel Corry → MNEK,2
Veigh,Bvga Beatz,102605420,Veigh → Prod Malax → Bvga Beatz,2
Veigh,Prod Malax,102605420,Veigh → Bvga Beatz → Prod Malax,2
Veigh,Supernova Ent,102605420,Veigh → Bvga Beatz → Supernova Ent,2
Bvga Beatz,Prod Malax,102605420,Bvga Beatz → Veigh → Prod Malax,2
Bvga Beatz,Supernova Ent,102605420,Bvga Beatz → Veigh → Supernova Ent,2
Prod Malax,Supernova Ent,102605420,Prod Malax → Veigh → Supernova Ent,2
Keala Settle,Hugh Jackman,102565711,Keala Settle → The Greatest Showman Ensemble → Hugh Jackman,2
Keala Settle,Zendaya,102565711,Keala Settle → The Greatest Showman Ensemble → Zendaya,2
The Greatest Showman Ensemble,Zendaya,102565711,The Greatest Showman Ensemble → Keala Settle → Zendaya,2
Zendaya,Hugh Jackman,102565711,Zendaya → Keala Settle → Hugh Jackman,2
Marília Mendonça,George Henrique & Rodrigo,102286371,,-1
Shae Gill,Ali Sethi,102225241,,-1
Drake,Metro Boomin,102115042,Drake → 21 Savage → Metro Boomin,2
David Guetta,Daddy Yankee,101939379,David Guetta → Justin Bieber → Daddy Yankee,2
David Guetta,Afro Bros,101939379,David Guetta → Daddy Yankee → Afro Bros,2
David Guetta,NATTI NATASHA,101939379,David Guetta → Becky G → NATTI NATASHA,2
David Guetta,Like Mike,101939379,David Guetta → Daddy Yankee → Like Mike,2
