Artist ID,Artists,Streams
394,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan",5056578
395,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",6817857
396,"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper",5549972
397,"Internet Money, Gunna, Don Toliver, NAV",16175753
398,"J Balvin, Dua Lipa, Bad Bunny, Tainy",15604712
399,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",12382594
400,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",7762540
401,"Internet Money, Trippie Redd, Diplo, Juice WRLD",5845184
402,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",5818403
403,"Juice WRLD, Marshmello, The Kid LAROI, Polo G",5304706
404,"Saweetie, Post Malone, DaBaby, Jack Harlow",5117128
405,"Imagine Dragons, JID, Arcane, League of Legends",26055340
406,"Xamã, Gustah, Neo Beats, Bagua Records",11140475
407,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",9601702
408,"DJ Matt D, Menor MC, MC GP, Vulgo FK",6033803
409,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",5712313
410,"Joel Corry, Jax Jones, Charli XCX, Saweetie",5585789
411,"Imagine Dragons, JID, Arcane, League of Legends",18408586
412,"Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza",5974662
413,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5500915
414,"Internet Money, Gunna, Don Toliver, NAV",17690239
415,"J Balvin, Dua Lipa, Bad Bunny, Tainy",7980324
416,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",5638664
417,"Imagine Dragons, JID, Arcane, League of Legends",8613900
418,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8503969
419,"MEDUZA, James Carter, Elley Duhé, FAST BOY",6748442
420,"DJ Snake, Selena Gomez, Ozuna, Cardi B",40931264
421,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",26157297
422,"Silk City, Dua Lipa, Diplo, Mark Ronson",10440028
423,"Sia, Diplo, Labrinth, LSD",6857989
424,"Tiësto, Dzeko, Preme, Post Malone",6824735
425,"Jason Derulo, David Guetta, Nicki Minaj, Willy William",6461208
426,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",5891527
427,"YG, 2 Chainz, Big Sean, Nicki Minaj",4900092
428,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",4627106
429,"Nicky Jam, J Balvin, Maluma, Ozuna",4611891
430,"Imagine Dragons, JID, Arcane, League of Legends",10000816
431,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",9844073
432,"Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams",6204254
433,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",6114151
434,"Joel Corry, Jax Jones, Charli XCX, Saweetie",10138933
435,"DJ Snake, Ozuna, Megan Thee Stallion, LISA",9099139
436,"Imagine Dragons, JID, Arcane, League of Legends",8559283
437,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",6537388
438,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan",6095808
439,"Internet Money, Gunna, Don Toliver, NAV",5274791
440,"Imagine Dragons, JID, Arcane, League of Legends",9907705
441,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",9556312
442,"Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams",6984910
443,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5904833
444,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",17496092
445,"Internet Money, Gunna, Don Toliver, NAV",7448578
446,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",7022577
447,"J Balvin, Dua Lipa, Bad Bunny, Tainy",5637354
448,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5141014
449,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8330185
450,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",7717232
451,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",5086935
452,"IAmChino, Pitbull, Yandel, El Chacal",4875351
453,"Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",6033087
454,"Sebastian Yatra, Daddy Yankee, NATTI NATASHA, Jonas Brothers",5236780
455,"DJ Snake, Selena Gomez, Ozuna, Cardi B",5116038
456,"DJ Snake, Selena Gomez, Ozuna, Cardi B",8234156
457,"SZA, The Weeknd, Travis Scott, Game of Thrones",7870607
458,"benny blanco, Selena Gomez, J Balvin, Tainy",6649515
459,"Imagine Dragons, JID, Arcane, League of Legends",8767714
460,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8632366
461,"French Montana, Rvssian, Post Malone, Cardi B",8113809
462,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4676403
463,"Noriel, Myke Towers, Rauw Alejandro, Almighty",4639648
464,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4816702
465,"Internet Money, Gunna, Don Toliver, NAV",28351078
466,"J Balvin, Dua Lipa, Bad Bunny, Tainy",14106170
467,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",9831029
468,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",4980264
469,"DJ Snake, Selena Gomez, Ozuna, Cardi B",17099115
470,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",7286079
471,"Silk City, Dua Lipa, Diplo, Mark Ronson",5347507
472,"NOTD, Felix Jaehn, Captain Cuts, Georgia Ku",5207190
473,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",5166691
474,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",7286559
475,"IAmChino, Pitbull, Yandel, El Chacal",3804156
476,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",16616199
477,"Juice WRLD, Marshmello, The Kid LAROI, Polo G",12290847
478,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",8464628
479,"Ty Dolla $ign, FKA twigs, Skrillex, Kanye West",5826947
480,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",19168120
481,"Jay Rock, Kendrick Lamar, Future, James Blake",12264866
482,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",11472582
483,"DJ Khaled, JAY-Z, Future, Beyoncé",7898874
484,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",6338030
485,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",5491839
486,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",5433323
487,"benny blanco, Selena Gomez, J Balvin, Tainy",14815511
488,"DJ Snake, Selena Gomez, Ozuna, Cardi B",12383076
489,"Tropkillaz, J Balvin, Anitta, ZAAC",5339885
490,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",5272370
491,"Sia, Diplo, Labrinth, LSD",5209012
492,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",5001853
493,"Internet Money, Gunna, Don Toliver, NAV",30094068
494,"J Balvin, Dua Lipa, Bad Bunny, Tainy",13665588
495,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",8337417
496,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",4883979
497,"DJ Snake, Selena Gomez, Ozuna, Cardi B",22845885
498,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",13293720
499,"Silk City, Dua Lipa, Diplo, Mark Ronson",5806209
500,"Sia, Diplo, Labrinth, LSD",5216852
501,"Tiësto, Dzeko, Preme, Post Malone",4958852
502,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",4900006
503,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",4562544
504,"Imagine Dragons, JID, Arcane, League of Legends",24658352
505,"Xamã, Gustah, Neo Beats, Bagua Records",9507646
506,"Tiago PZK, LIT killah, Maria Becerra, Nicki Nicole",5564081
507,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5383001
508,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",9152623
509,"Lorde, Khalid, Post Malone, SZA",7114117
510,"Chris Jedi, J Balvin, Ozuna, Arcángel",5950345
511,"Major Lazer, Travis Scott, Camila Cabello, Quavo",4625046
512,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",4073894
513,"Internet Money, Gunna, Don Toliver, NAV",14749599
514,"J Balvin, Dua Lipa, Bad Bunny, Tainy",6975009
515,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",5359826
516,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",17377168
517,"Internet Money, Gunna, Don Toliver, NAV",7668614
518,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",7603641
519,"J Balvin, Dua Lipa, Bad Bunny, Tainy",5821141
520,"Young Stoner Life, Young Thug, Gunna, Drake",5347781
521,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5174055
522,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",9632751
523,"Imagine Dragons, JID, Arcane, League of Legends",9617675
524,"Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams",6173065
525,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",6122011
526,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8362819
527,"Imagine Dragons, JID, Arcane, League of Legends",7897552
528,"French Montana, Rvssian, Post Malone, Cardi B",9534436
529,"Mustard, NAV, Playboi Carti, A Boogie Wit da Hoodie",5291839
530,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4960102
531,"Noriel, Myke Towers, Rauw Alejandro, Almighty",4853199
532,"Sebastian Yatra, Daddy Yankee, NATTI NATASHA, Jonas Brothers",4682772
533,"DJ Snake, Selena Gomez, Ozuna, Cardi B",29307746
534,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",16565375
535,"Silk City, Dua Lipa, Diplo, Mark Ronson",6100632
536,"Sia, Diplo, Labrinth, LSD",5767916
537,"Tiësto, Dzeko, Preme, Post Malone",4993108
538,"DJ Snake, Selena Gomez, Ozuna, Cardi B",6993689
539,"Jax Jones, Martin Solveig, Madison Beer, Europa",5398486
540,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",6997406
541,"A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",5487069
542,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",13542689
543,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",8496367
544,"Ty Dolla $ign, FKA twigs, Skrillex, Kanye West",7357022
545,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8284101
546,"Imagine Dragons, JID, Arcane, League of Legends",7719991
547,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",14175611
548,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",7745029
549,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",7389963
550,"21 Savage, Offset, Metro Boomin, Travis Scott",6257565
551,"Lorde, Khalid, Post Malone, SZA",4939876
552,"David Guetta, AFROJACK, Charli XCX, French Montana",4932241
553,"Chris Jedi, J Balvin, Ozuna, Arcángel",4792800
554,"Internet Money, Gunna, Don Toliver, NAV",21360845
555,"J Balvin, Dua Lipa, Bad Bunny, Tainy",9836674
556,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",6567755
557,"24kGoldn, Justin Bieber, J Balvin, iann dior",5314734
558,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",11126369
559,"Lorde, Khalid, Post Malone, SZA",7448821
560,"Chris Jedi, J Balvin, Ozuna, Arcángel",5728737
561,"Major Lazer, Travis Scott, Camila Cabello, Quavo",3723657
562,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",3620161
563,"French Montana, Post Malone, Cardi B, Rvssian",5229616
564,"DJ Snake, Selena Gomez, Ozuna, Cardi B",4629220
565,"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",10790933
566,"Imagine Dragons, JID, Arcane, League of Legends",8873654
567,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",7118874
568,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",6204444
569,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",13361338
570,"BANDIDO, Duki, Rei, Tiago PZK",6533859
571,"Internet Money, Gunna, Don Toliver, NAV",6479309
572,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8167309
573,"Imagine Dragons, JID, Arcane, League of Legends",24296921
574,"Xamã, Gustah, Neo Beats, Bagua Records",7317186
575,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",5690240
576,"Imagine Dragons, JID, Arcane, League of Legends",23593803
577,"Xamã, Gustah, Neo Beats, Bagua Records",6985680
578,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5362275
579,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8703847
580,"Imagine Dragons, JID, Arcane, League of Legends",8623493
581,"Pablito Pesadilla, Polimá Westcoast, Nickoog Clk, Fran C",7678747
582,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",7180434
583,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",12977633
584,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",8711976
585,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",7499091
586,"David Guetta, AFROJACK, Charli XCX, French Montana",5155306
587,"Chris Jedi, J Balvin, Ozuna, Arcángel",4580081
588,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",4152363
589,"21 Savage, Offset, Metro Boomin, Travis Scott",4123876
590,"Huncho Jack, Travis Scott, Quavo, Offset",3781196
591,"DJ Snake, Selena Gomez, Ozuna, Cardi B",38729117
592,"Silk City, Dua Lipa, Diplo, Mark Ronson",13285784
593,"Sia, Diplo, Labrinth, LSD",9596738
594,"Jason Derulo, David Guetta, Nicki Minaj, Willy William",8398824
595,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",8199448
596,"Tiësto, Dzeko, Preme, Post Malone",8028570
597,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",5197551
598,"Nicky Jam, J Balvin, Maluma, Ozuna",4892749
599,"YG, 2 Chainz, Big Sean, Nicki Minaj",4825278
600,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",25932843
601,"Tiësto, Dzeko, Preme, Post Malone",17916066
602,"Nicky Jam, J Balvin, Maluma, Ozuna",9094369
603,"Sia, Diplo, Labrinth, LSD",6919450
604,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",6528812
605,"YG, 2 Chainz, Big Sean, Nicki Minaj",6068428
606,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",5967992
607,"Major Lazer, Travis Scott, Camila Cabello, Quavo",9896496
608,"Chris Jedi, J Balvin, Ozuna, Arcángel",7555935
609,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",4718031
610,"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas, Kiiara",4067087
611,"Calvin Harris, Future, Khalid, Funk Wav",3963395
612,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",19050193
613,"Internet Money, Gunna, Don Toliver, NAV",9381614
614,"Young Stoner Life, Young Thug, Gunna, Drake",8876076
615,"J Balvin, Dua Lipa, Bad Bunny, Tainy",5908162
616,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5232876
617,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",17639674
618,"Internet Money, Gunna, Don Toliver, NAV",8181132
619,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",8000178
620,"Internet Money, Gunna, Don Toliver, Lil Uzi Vert",6412213
621,"Young Stoner Life, Young Thug, Gunna, Drake",5756514
622,"J Balvin, Dua Lipa, Bad Bunny, Tainy",5528235
623,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5112658
624,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",7845521
625,"IAmChino, Pitbull, Yandel, El Chacal",3988644
626,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",2632407
627,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",11543296
628,"Tiësto, Dzeko, Preme, Post Malone",8992186
629,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",8378855
630,"Sia, Diplo, Labrinth, LSD",6624472
631,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",6528914
632,"Rita Ora, Charli XCX, Cardi B, Bebe Rexha",6399438
633,"Diplo, French Montana, Lil Pump, Zhavia",6365443
634,"Jay Rock, Kendrick Lamar, Future, James Blake",5142339
635,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",4034917
636,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",5824245
637,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",5635659
638,"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper",4476329
639,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",16821688
640,"Internet Money, Gunna, Don Toliver, NAV",7259815
641,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",6477223
642,"J Balvin, Dua Lipa, Bad Bunny, Tainy",5324005
643,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5085147
644,"J Balvin, Dua Lipa, Bad Bunny, Tainy",17956341
645,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",14679976
646,"Juice WRLD, Marshmello, The Kid LAROI, Polo G",7705239
647,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",7598813
648,"Ty Dolla $ign, FKA twigs, Skrillex, Kanye West",4583475
649,"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",15661928
650,"Metro Boomin, Swae Lee, Lil Wayne, Offset",11460013
651,"SAIKO, Quevedo, Feid, Mora",9200881
652,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9174983
653,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",8832844
654,"DJ Snake, Selena Gomez, Ozuna, Cardi B",26154598
655,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",14455835
656,"Silk City, Dua Lipa, Diplo, Mark Ronson",5422098
657,"Sia, Diplo, Labrinth, LSD",5310165
658,"Tiësto, Dzeko, Preme, Post Malone",4987494
659,"Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",12781937
660,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9011538
661,"Metro Boomin, Swae Lee, Lil Wayne, Offset",8763248
662,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",8313399
663,"SAIKO, Quevedo, Feid, Mora",8254946
664,"Tainy, Daddy Yankee, Feid, Sech",8007740
665,"Mesita, Nicki Nicole, Tiago PZK, Emilia",12508965
666,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",10010144
667,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",23916118
668,"Tiësto, Dzeko, Preme, Post Malone",17113663
669,"Nicky Jam, J Balvin, Maluma, Ozuna",7648654
670,"Sia, Diplo, Labrinth, LSD",6889225
671,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",6379928
672,"YG, 2 Chainz, Big Sean, Nicki Minaj",6022830
673,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",5686645
674,"Young Thug, Young Stoner Life, Gunna, Lil Baby",4474120
675,"Calvin Harris, Young Thug, Pharrell Williams, Ariana Grande",6825624
676,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",5007506
677,"IAmChino, Pitbull, Yandel, El Chacal",4881414
678,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",27708887
679,"Tiësto, Dzeko, Preme, Post Malone",18749699
680,"Nicky Jam, J Balvin, Maluma, Ozuna",9284983
681,"YG, 2 Chainz, Big Sean, Nicki Minaj",7232158
682,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",6754963
683,"Daddy Yankee, NATTI NATASHA, Becky G, Bad Bunny",6326977
684,"Sia, Diplo, Labrinth, LSD",3939686
685,"Major Lazer, Travis Scott, Camila Cabello, Quavo",12140977
686,"Chris Jedi, J Balvin, Ozuna, Arcángel",8030140
687,"DJ Khaled, Calvin Harris, Travis Scott, Jeremih",7335678
688,"Calvin Harris, Future, Khalid, Funk Wav",7316906
689,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",4260473
690,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",3227721
691,"IAmChino, Pitbull, Yandel, El Chacal",3144626
692,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8475097
693,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",13912384
694,"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",8776414
695,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",8111587
696,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",6979319
697,"Migos, Travis Scott, Ty Dolla $ign, Big Sean",6513207
698,"Jay Rock, Kendrick Lamar, Future, James Blake",5104211
699,"David Guetta, AFROJACK, Charli XCX, French Montana",3860221
700,"Internet Money, Gunna, Don Toliver, NAV",19551304
701,"J Balvin, Dua Lipa, Bad Bunny, Tainy",9189110
702,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",7492896
703,"A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",6536453
704,"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper",5347070
705,"Future, DaBaby, Drake, Lil Baby",5260351
706,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",16590567
707,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",9616734
708,"Jay Rock, Kendrick Lamar, Future, James Blake",7189258
709,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",6819966
710,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",4445719
711,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Travis Scott",4428903
712,"Imagine Dragons, JID, Arcane, League of Legends",15625670
713,"Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow",8445740
714,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",5665835
715,"Imagine Dragons, JID, Arcane, League of Legends",24820064
716,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",6365075
717,"Joel Corry, Jax Jones, Charli XCX, Saweetie",5784108
718,"Calvin Harris, Young Thug, Pharrell Williams, Ariana Grande",6433993
719,"IAmChino, Pitbull, Yandel, El Chacal",4835241
720,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",4625504
721,"Chris Jedi, J Balvin, Ozuna, Arcángel",3807655
722,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",7310856
723,"IAmChino, Pitbull, Yandel, El Chacal",3982937
724,"Internet Money, Gunna, Don Toliver, NAV",28010531
725,"J Balvin, Dua Lipa, Bad Bunny, Tainy",12149450
726,"24kGoldn, Justin Bieber, J Balvin, iann dior",11928445
727,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",6919914
728,"Chris Jedi, J Balvin, Ozuna, Arcángel",7813900
729,"J Balvin, Pharrell Williams, BIA, Sky Rompiendo",4067329
730,"IAmChino, Pitbull, Yandel, El Chacal",3872727
731,"Calvin Harris, Young Thug, Pharrell Williams, Ariana Grande",3250564
732,"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",12547566
733,"21 Savage, Offset, Metro Boomin, Travis Scott",10486087
734,"Lorde, Khalid, Post Malone, SZA",6304996
735,"Alan Walker, Noah Cyrus, Digital Farm Animals, Juliander",5684836
736,"Chris Jedi, J Balvin, Ozuna, Arcángel",5304873
737,"21 Savage, Offset, Metro Boomin, Quavo",4685789
738,"David Guetta, AFROJACK, Charli XCX, French Montana",4584851
739,"Chris Brown, Yo Gotti, A Boogie Wit da Hoodie, Kodak Black",3725161
740,"2 Chainz, Ty Dolla $ign, Trey Songz, Jhené Aiko",3404524
741,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9019394
742,"A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna",7643623
743,"Future, DaBaby, Drake, Lil Baby",6143239
744,"Polo G, Stunna 4 Vegas, NLE Choppa, Mike WiLL Made-It",5601464
745,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne",13631321
746,"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",8370993
747,"Miksu / Macloud, Summer Cem, Luciano, Jamule",5415994
748,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",17117733
749,"Internet Money, Gunna, Don Toliver, NAV",7941804
750,"Mc Davi, Mc Pedrinho, Mc Don Juan, DJ 900",7908879
751,"Young Stoner Life, Young Thug, Gunna, Drake",5883676
752,"J Balvin, Dua Lipa, Bad Bunny, Tainy",5314983
753,"DJ Snake, Selena Gomez, Ozuna, Cardi B",29542152
754,"Silk City, Dua Lipa, Diplo, Mark Ronson",15978272
755,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",11963165
756,"Sia, Diplo, Labrinth, LSD",10705648
757,"Tiësto, Dzeko, Preme, Post Malone",9508743
758,"Jason Derulo, David Guetta, Nicki Minaj, Willy William",9022418
759,"YG, 2 Chainz, Big Sean, Nicki Minaj",5515973
760,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",5147479
761,"Nicky Jam, J Balvin, Maluma, Ozuna",5103879
762,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8936050
763,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",15080884
764,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",9821467
765,"DJ Snake, Selena Gomez, Ozuna, Cardi B",15919714
766,"Tropkillaz, J Balvin, Anitta, ZAAC",8199863
767,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",6960262
768,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo",5262789
769,"Silk City, Dua Lipa, Diplo, Mark Ronson",5185452
770,"Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",16754558
771,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",10020845
772,"DJ Snake, Selena Gomez, Ozuna, Cardi B",26364363
773,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",14462429
774,"Silk City, Dua Lipa, Diplo, Mark Ronson",5533829
775,"Sia, Diplo, Labrinth, LSD",5458481
776,"Tiësto, Dzeko, Preme, Post Malone",5207974
777,"Rudimental, Jess Glynne, Macklemore, Dan Caplen",4853256
778,"Imagine Dragons, JID, Arcane, League of Legends",8871980
779,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",7111631
780,"Imagine Dragons, JID, Arcane, League of Legends",17630328
781,"Joel Corry, Jax Jones, Charli XCX, Saweetie",8291622
782,"DJ Snake, Ozuna, Megan Thee Stallion, LISA",7308336
783,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",6247427
784,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",5860246
785,"Imagine Dragons, JID, Arcane, League of Legends",17032657
786,"Davi Kneip, Mc Frog, Dj Gabriel do Borel, Luísa Sonza",5600041
787,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",8807925
788,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",8381105
