ID,Artist,Streams
1,Justin Bieber,3416753614
2,Olivia Rodrigo,3231979188
3,Bad Bunny,3067097894
4,Ariana Grande,2894030747
5,Dua Lipa,2764786908
6,The Weeknd,2669417648
7,Myke Towers,2399560395
8,DaBaby,2246122096
9,Pop Smoke,2119395453
10,J Balvin,1990652438
11,Juice WRLD,1951063807
12,Drake,1902199312
13,Rauw Alejandro,1887634948
14,BTS,1814351271
15,Billie Eilish,1745857550
16,Doja Cat,1742953907
17,Jhayco,1597854672
18,Harry Styles,1543388682
19,Travis Scott,1358353321
20,Maluma,1357494859
21,KAROL G,1334462307
22,Megan Thee Stallion,1213419885
23,24kGoldn,1164220493
24,Cardi B,1162754527
25,iann dior,1090831469
26,Camilo,1089698623
27,Roddy Ricch,1078573812
28,Giveon,1054904127
29,Lewis Capaldi,1040584343
30,Lil Nas X,1034565074
31,Ed Sheeran,1012781222
32,Post Malone,1003511546
33,Lil Baby,963666563
34,The Kid LAROI,961159168
35,ROSALÍA,931732433
36,Sech,920069015
37,Gunna,906354607
38,Ozuna,892255426
39,Jason Derulo,888742615
40,SZA,877920402
41,Shawn Mendes,874068033
42,Anuel AA,867263179
43,Don Toliver,861543583
44,Internet Money,831562906
45,Taylor Swift,803882501
46,Farruko,800550101
47,Joel Corry,787472652
48,BLACKPINK,773676293
49,NAV,764833713
50,Polo G,760302477
51,Bruno Mars,725254550
52,Topic,703352672
53,A7S,703352672
54,Nio Garcia,700191761
55,Måneskin,682963988
56,Wisin,680982742
57,Los Legendarios,680982742
58,Lil Tjay,668969416
59,Daniel Caesar,662915640
60,The Neighbourhood,659129402
61,Miley Cyrus,650905497
62,Tate McRae,642161756
63,Lady Gaga,627876699
64,Justin Quiles,617791174
65,Maroon 5,612298439
66,MNEK,607822688
67,Marshmello,607326218
68,Khalid,601358944
69,Masked Wolf,575766457
70,Conan Gray,565811659
71,Lil Durk,560308237
72,XXXTENTACION,551681572
73,Tiësto,537216798
74,Tones And I,532072901
75,Selena Gomez,519569441
76,Tainy,505522143
77,SAINt JHN,505409663
78,Imanbek,505409663
79,Jawsh 685,497409759
80,James Arthur,487791133
81,Daddy Yankee,481505115
82,HVME,476634243
83,Sebastian Yatra,475089830
84,Imagine Dragons,460495019
85,blackbear,455599747
86,Anderson .Paak,453517893
87,Silk Sonic,453517893
88,Chance the Rapper,452244975
89,Guaynaa,451527752
90,Swae Lee,440404963
91,Jack Harlow,434198194
92,DJ Khaled,425331045
93,Juhn,424909687
94,Jay Wheeler,423712287
95,CJ,421701405
96,benny blanco,408814264
97,MEDUZA,407059007
98,Young Thug,395212933
99,Manuel Turizo,395177654
100,Queen,391129674
101,J. Cole,390714029
102,Kali Uchis,389197789
103,Halsey,386613301
104,Powfu,383932930
105,beabadoobee,383932930
106,21 Savage,366870207
107,Camila Cabello,365146053
108,Riton,364319438
109,Nightcrawlers,364319438
110,Mufasa & Hypeman,364319438
111,Dopamine,364319438
112,Dermot Kennedy,357817763
113,Glass Animals,355687423
114,Regard,352571844
115,Maria Becerra,348393227
116,Nicky Jam,337896560
117,Boza,327618324
118,Bradley Cooper,324776360
119,mgk,324124477
120,Coldplay,323147800
121,Fleetwood Mac,319360013
122,6LACK,319006117
123,Black Eyed Peas,299896609
124,Lil Mosey,297930782
