ID,Artist,Streams
1,Bad Bunny,8501494560
2,The Weeknd,5577620579
3,Taylor Swift,4692117631
4,Feid,3115420924
5,Harry Styles,2560659205
6,SZA,2340275225
7,Peso Pluma,2321415769
8,21 Savage,2297061006
9,Quevedo,2132386641
10,Drake,2129317178
11,Bizarrap,2121456821
12,KAROL G,2086979179
13,Eminem,1865612354
14,Shakira,1837133105
15,Arctic Monkeys,1793717218
16,Ed Sheeran,1753492474
17,Rauw Alejandro,1640026966
18,Imagine Dragons,1588938443
19,Metro Boomin,1556094084
20,Chencho Corleone,1399522672
21,Sam Smith,1361135527
22,Miley Cyrus,1330812354
23,Justin Bieber,1299343404
24,Grupo Frontera,1293156027
25,Dua Lipa,1268510736
26,BTS,1264741162
27,Manuel Turizo,1255228765
28,ROSALÍA,1241253937
29,OneRepublic,1222277481
30,Coldplay,1178982286
31,David Guetta,1162042152
32,Steve Lacy,1143239663
33,Kim Petras,1124443454
34,Chris Brown,1095003885
35,d4vd,1050402898
36,Rema,1033675562
37,Doja Cat,1028776636
38,Stephen Sanchez,1009130511
39,Bebe Rexha,984791468
40,Post Malone,970900574
41,Joji,960764787
42,NewJeans,944120024
43,BLACKPINK,919673506
44,Beyoncé,913560353
45,Lana Del Rey,910963788
46,Natanael Cano,904627796
47,Ozuna,875030642
48,Ariana Grande,862539427
49,Future,824502118
50,Tom Odell,793154310
51,The Neighbourhood,788926157
52,Selena Gomez,780874739
53,Bomba Estéreo,774494317
54,Billie Eilish,759972121
55,Elton John,758085295
56,The Kid LAROI,751345452
57,Glass Animals,711800259
58,Calvin Harris,711645059
59,Junior H,695639002
60,Jung Kook,682031683
61,JVKE,667343918
62,Lil Nas X,661729723
63,Olivia Rodrigo,643681035
64,Rosa Linn,639055997
65,Fuerza Regida,622268757
66,Daft Punk,594646422
67,Charlie Puth,590774902
68,Adele,570850298
69,Khalid,556708862
70,PNAU,556000712
71,Central Cee,542280299
72,Ice Spice,539852312
73,Kate Bush,533672245
74,Rihanna,532041217
75,RAYE,527783660
76,070 Shake,527783660
77,Arcángel,524134417
78,Lil Uzi Vert,523411459
79,Lewis Capaldi,505949112
80,J. Cole,503212273
81,Ruth B.,502755354
82,PinkPantheress,499754070
83,Sia,480066152
84,Bruno Mars,476814576
85,Yandel,473637424
86,Jhayco,470449550
87,Eslabon Armado,470196681
88,Jimin,468940393
89,Oliver Tree,463762786
90,Morgan Wallen,463596533
91,Gesaffelstein,454907200
92,Meghan Trainor,448857497
93,Jack Harlow,447339192
94,Yng Lvcas,447271038
95,Lizzo,437588471
96,Em Beihold,432027413
97,Nicky Youre,403803728
98,dazy,403803728
99,Robin Schulz,399861973
100,Gabito Ballesteros,385361600
101,Travis Scott,381505442
102,Ana Castela,380622426
103,Cigarettes After Sex,378803592
104,Ñengo Flow,377560184
105,Nicki Minaj,375710276
106,One Direction,370644290
107,Lyanno,370275554
108,Brray,370275554
109,Miguel,365346909
110,JID,360832460
111,Arcane,360832460
112,League of Legends,360832460
113,FIFTY FIFTY,354442659
114,Coi Leray,342020358
115,Mora,340461114
116,Cris Mj,330180879
117,The Walters,328273383
118,Vance Joy,326459491
119,Elley Duhé,314248398
120,J Balvin,308650941
121,Swae Lee,297776328
122,Kordhell,296423695
123,Tiësto,289088762
124,Mariah Carey,287942028
125,Marshmello,283672060
126,Kali Uchis,279557895
127,Michael Bublé,278126796
128,Becky G,272693786
129,Coolio,272644002
130,L.V.,272644002
131,Macklemore & Ryan Lewis,271090498
132,Macklemore,271090498
133,Ryan Lewis,271090498
134,Ray Dalton,271090498
135,Carin Leon,270529776
136,Dina Rae,268941873
137,Duki,264329426
138,Zach Bryan,262236032
139,Fujii Kaze,261260868
140,Tems,261007373
141,Camila Cabello,260323878
142,Conan Gray,258325123
143,Beach Weather,257784611
144,Libianca,255299228
145,Tears For Fears,251959365
146,Keane,243749095
147,Oscar Maydon,242887943
148,Lady Gaga,241789762
149,Chino Pacas,241383361
150,Polimá Westcoast,240235632
151,Tate McRae,238559117
152,James Hype,238385007
153,Miggy Dela Rosa,238385007
154,Hotel Ugly,236456679
155,Tony Dize,230926057
156,Lost Frequencies,224898899
157,Calum Scott,224898899
158,Romeo Santos,223323431
159,Ovy On The Drums,222759425
160,Arijit Singh,216746335
161,Young Miko,216729355
162,Sabrina Carpenter,216252659
163,Anuel AA,215396853
164,LE SSERAFIM,215082971
165,Israel & Rodolffo,214334695
166,Seafret,211709519
167,New West,210701327
168,Mr.Kitty,210332614
169,Wham!,208529876
170,INTERWORLD,207535395
171,Wisin & Yandel,206875326
172,Eladio Carrion,205975336
173,XXXTENTACION,203386887
174,LiL CaKe,201154608
175,Migrantes,201154608
176,Nico Valdi,201154608
177,Don Toliver,200457022
178,Amitabh Bhattacharya,200336416
179,TINI,199782270
180,David Kushner,197086977
181,Tory Lanez,194793928
182,Young Thug,194273731
183,Brenda Lee,193908916
184,King,193790951
185,Tyler,192753659
186,The Creator,192753659
187,Pritam,190781626
188,Marília Mendonça,188948427
189,ThxSoMch,188045488
190,DaBaby,182405042
191,Baby Rasta,181762348
192,Lizzy McAlpine,179527000
193,Tainy,178428755
194,Mari Fernandez,178267108
195,Britney Spears,177393404
196,The Police,177145890
197,Taiu,173677304
198,Milo j,173677304
199,Bobby Helms,172205826
200,Maldy,171667433
201,Myke Towers,167331395
202,Pailita,166801732
203,Luar La L,164498841
204,Rels B,163303526
205,Maroon 5,161074648
206,JISOO,160480943
207,Hozier,159444244
208,Måneskin,159217601
209,AgroPlay,155418563
210,Farruko,155359890
211,Wiz Khalifa,153900671
212,Ghost,148591579
213,Nicki Nicole,147382738
214,Standly,147382738
215,Stars Music Chile,147382738
216,FIFA Sound,147033524
217,IVE,145616012
218,Dean Lewis,142115056
219,Cartel De Santa,142016895
220,La Kelly,142016895
221,Gustavo Mioto,137744131
222,Kendrick Lamar,137705499
223,Luis R Conriquez,137494762
224,Dean Martin,136712744
225,Ellie Goulding,136047686
226,Chris Jedi,135951513
227,sped up nightcore,134770524
228,ARIZONATEARS,134770524
229,James Arthur,132268664
230,Kanye West,131906217
231,Grupo Marca Registrada,130859952
232,,128112053
233,Andy Williams,127197321
234,Raim Laode,125661194
235,Paloma Faith,125251176
236,Queen,124047221
237,Nat King Cole,123588479
238,Lil Baby,122604206
239,Imanbek,121673338
240,BYOR,121673338
241,De La Ghetto,121414190
242,Kelly Clarkson,121031964
243,Frank Sinatra,116677539
244,Guns N' Roses,113613316
245,Yung Gravy,112392820
246,Julieta Venegas,112031174
247,Jay Rock,110717398
248,Agust D,110189572
249,Paloma Mami,109865743
250,Lasso,109338564
251,Nirvana,109324931
252,José Feliciano,108289313
253,NLE Choppa,108265471
254,The Killers,107915724
255,j-hope,106935897
256,Eliza Rose,106426241
257,Interplanetary Criminal,106426241
258,Fast & Furious: The Fast Saga,105521566
259,Gorillaz,104407411
260,Burna Boy,103250128
261,Omar Apollo,102275573
262,Armani White,101156244
263,Villano Antillano,98824205
264,Buscabulla,96535539
265,TV Girl,95330042
266,Mac DeMarco,94388881
267,Anitta,94355095
268,MC MENOR HR,94313927
269,MC MENOR SG,94313927
270,DJ ESCOBAR,94313927
271,Metallica,93254765
272,Yuridia,92870873
273,Ángela Aguilar,92870873
274,benny blanco,92221401
275,Snoop Dogg,92221401
276,Kenshi Yonezu,91047386
277,DJ Khaled,90676023
278,Mahalini,88821106
279,Linkin Park,88794987
280,Beach House,87142990
281,Bing Crosby,85947968
282,The Ronettes,82853713
283,Anne-Marie,82311260
284,Wizkid,81926106
285,Kyla,81926106
286,Yahritza Y Su Esencia,81768411
287,El Chachito,81154174
288,Burl Ives,80535426
289,TWICE,78510969
290,Bellakath,78233215
291,Aerosmith,77475802
292,Luke Combs,77349156
293,Lil Durk,76577055
294,Big One,76482799
295,FMK,76482799
296,Ke Personajes,76482799
297,Ava Max,76191475
298,GAYLE,75947139
299,MC Ryan SP,75412645
300,Labrinth,74519294
301,The Chainsmokers,74255315
302,Rex Orange County,73676871
303,Freddie Dredd,73588094
304,John Lennon,73494112
305,Yoko Ono,73494112
306,Pablito Pesadilla,73433900
307,Nickoog Clk,73433900
308,Fran C,73433900
309,Avicii,73212413
310,NAYEON,72147978
311,Mambo Kingz,71520083
312,DJ Luian,71520083
313,Mae Stephens,71085470
314,LF SYSTEM,70820557
315,Dove Cameron,69763859
316,TAEYANG,68928578
317,Shakin' Stevens,68107174
318,Blessd,67590386
319,YOASOBI,67192401
320,Leo Santana,67078776
321,Paul McCartney,66937710
322,Band Aid,66822523
323,B. Swanson Quartet,66365521
324,Danny Ocean,66228392
325,Pharrell Williams,65147238
326,Shawn Mendes,64720554
327,Benson Boone,64601358
328,TWISTED,63900813
329,Chris Rea,63483588
330,Kaifi Khalil,63114186
331,Daniel Caesar,63083504
332,Giveon,63083504
333,WILLOW,62323791
334,Zé Felipe,60541963
335,The Marías,60461309
336,Oxlade,60237203
337,Kenia OS,59234770
338,Sean Paul,58977130
339,Becky Hill,57975903
340,Ella Henderson,57975903
341,Halsey,56816317
342,Loreen,56395591
343,Niall Horan,54389656
344,Perry Como,53243684
345,The Fontane Sisters,53243684
346,Mitchell Ayres & His Orchestra,53243684
347,JIN,52726701
348,Panic! At The Disco,52638699
349,Mert Demir,51695388
350,Mabel Matiz,51695388
351,Darlene Love,51574431
352,Melody,51392145
353,Dj Chris No Beat,51392145
354,Anggi Marito,50988197
355,(G)I-DLE,49949028
356,Jaymes Young,49719520
357,RM,49426892
358,IU,48986420
359,Superstar Pride,48584874
360,Justin Timberlake,48540121
361,Tiago PZK,47896376
362,Juice WRLD,47815869
363,Elvis Presley,45968079
364,a-ha,44302481
365,Black Eyed Peas,44242091
366,Roddy Ricch,44126523
367,Megan Thee Stallion,43949914
368,Zion & Lennox,43077195
369,Troye Sivan,42496055
370,Käärijä,41719227
