ID,Artist,Streams
1,Post Malone,4307965546
2,Billie Eilish,4201938852
3,Ariana Grande,3736937812
4,Khalid,2922339358
5,Ozuna,2801260564
6,Drake,2781738803
7,J Balvin,2634482507
8,Bad Bunny,2627506368
9,Anuel AA,2609363369
10,XXXTENTACION,2329817284
11,Cardi B,2068648878
12,Ed Sheeran,1977235295
13,Daddy Yankee,1890627900
14,Halsey,1863321573
15,Travis Scott,1741866648
16,Swae Lee,1723120291
17,Queen,1679050124
18,Lil Nas X,1496627489
19,Camila Cabello,1451146823
20,Marshmello,1438444709
21,Farruko,1375703829
22,Shawn Mendes,1375687858
23,Sam Smith,1345668782
24,Juice WRLD,1294025713
25,Nicky Jam,1253424988
26,Maluma,1250671500
27,Sech,1230668916
28,Imagine Dragons,1156382275
29,The Chainsmokers,1116610360
30,Lady Gaga,1025808947
31,Offset,1018337673
32,Dua Lipa,998127723
33,Darell,993397208
34,6ix9ine,982703058
35,DJ Snake,972656738
36,Selena Gomez,970464691
37,Taylor Swift,969155185
38,Young Thug,944450825
39,Justin Bieber,910422044
40,Tyga,909753705
41,21 Savage,896229031
42,Calvin Harris,887281435
43,Paulo Londra,882797122
44,Ava Max,875521658
45,KAROL G,868939537
46,A Boogie Wit da Hoodie,828022888
47,Panic! At The Disco,812691350
48,Bradley Cooper,787135977
49,Jonas Brothers,776776364
50,Lauv,775637486
51,Manuel Turizo,770608470
52,5 Seconds of Summer,758481324
53,Lil Baby,745477395
54,benny blanco,726610071
55,Bastille,725559954
56,Kodak Black,718123696
57,Billy Ray Cyrus,708148837
58,Pedro Capó,695477607
59,J. Cole,675584294
60,Snow,664122092
61,Anne-Marie,655206863
62,Ed Sheeran & Justin Bieber,642259263
63,Bebe Rexha,640993335
64,Lenny Tavárez,628095640
65,Normani,615525781
66,Gunna,615093884
67,Lewis Capaldi,614673061
68,Dalex,595844919
69,Diplo,572081507
70,Meek Mill,544971402
71,Mau y Ricky,526218008
72,Tainy,520749457
73,Camilo,497498082
74,Avicii,494990677
75,Bazzi,494574893
76,Maroon 5,492141456
77,Ellie Goulding,488440104
78,Kygo,488217640
79,Mabel,485344819
80,Lil Pump,480079522
81,Nicki Minaj,459533171
82,Miley Cyrus,458637421
83,Lil Tecca,457355237
84,Lizzo,455446678
85,Romeo Santos,454662892
86,Rita Ora,452358216
87,Ty Dolla $ign,445990748
88,Disclosure,441621468
89,Lunay,439592542
90,BTS,437901170
91,Dean Lewis,433237277
92,Mark Ronson,432062889
93,Feid,431874319
94,Rafa Pabön,430143738
95,Bruno Mars,413535989
96,BLACKPINK,410266282
97,Sebastian Yatra,409653002
98,DJ Luian,406017311
99,Mambo Kingz,406017311
100,Becky G,388188653
101,Dynoro,384043470
102,Gigi D'Agostino,384043470
103,Troye Sivan,380736081
104,James Arthur,378178866
105,YNW Melly,375955159
106,ROSALÍA,374779736
107,DaBaby,355664341
108,Brytiago,355532870
109,Chris Brown,354226776
110,Aloe Blacc,343611550
111,Sheck Wes,342385632
112,Cazzu,337785445
113,Jonas Blue,337475822
114,Brendon Urie,334388896
115,David Guetta,325476736
116,Jessie Reyez,320845763
117,Mustard,319348924
118,Zedd,318615657
119,Kanye West,317552932
120,Alec Benjamin,317237644
121,Justin Quiles,316270048
122,Macklemore,315210575
123,MEDUZA,305810715
124,Goodboys,305810715
125,KHEA,305534724
126,Katy Perry,304604576
127,Martin Garrix,303981050
128,Lil Uzi Vert,302026621
129,Tyler,293488348
130,The Creator,293488348
131,Eminem,291384445
132,Rag'n'Bone Man,282213371
133,El Guincho,278367125
134,Rick Ross,277407083
135,CHVRCHES,274105542
136,Gucci Mane,274096039
137,Reik,273870427
138,Metro Boomin,272586021
139,NATTI NATASHA,268352300
140,Loud Luxury,266925069
141,Brando,266925069
142,Maren Morris,255987791
143,Migos,247739039
144,Chance the Rapper,242602383
145,Fall Out Boy,241985981
146,Logic,238556646
147,David Bowie,232528652
148,Trippie Redd,231027229
149,Jhayco,228804897
150,Grey,227964837
151,Y2K,225035109
152,bbno$,225035109
153,Capital Bra,224223640
154,Piso 21,223434711
155,Haze,221217583
156,Blueface,220300405
157,Quavo,213579778
158,Zara Larsson,212312761
159,Micro TDH,209890194
160,Future,208017231
161,Lukas Graham,207042961
162,OneRepublic,201362220
163,Alan Walker,201169550
164,Lil Tjay,201147639
165,Flipp Dinero,198341348
166,Myke Towers,189674638
167,Tones And I,186603681
168,Dominic Fike,185966511
169,PnB Rock,185780568
170,Lil Peep,185203713
171,Wisin & Yandel,184941615
172,Florida Georgia Line,183436254
173,Polo G,180575350
174,YG,179946125
175,Luis Fonsi,179888853
176,Tiësto,177420217
177,Sabrina Carpenter,176875061
178,Ali Gatie,174025907
179,Michael Bublé,171152997
180,Kelsea Ballerini,167548747
181,Sean Paul,164632145
182,Clean Bandit,164548630
183,Mariah Carey,163960727
184,SZA,163488788
185,Tory Lanez,162526966
186,Coldplay,162156725
187,George Ezra,160546885
188,Nio Garcia,159392489
189,Casper Magico,159392489
190,Demi Lovato,159296301
191,Social House,156136242
192,Jon Z,155426375
193,Oasis,152693243
194,Prince Royce,148995129
195,Jack & Jack,146774372
196,Sandro Cavazza,145797551
197,Whitney Houston,145375120
198,French Montana,144381669
199,The Weeknd,141638429
200,TOTO,136472193
201,Kane Brown,135861021
