ID,Artist,Streams
1,Drake,5014501046
2,Post Malone,4735095334
3,XXXTENTACION,3186461561
4,J Balvin,2897480829
5,Ozuna,2793738196
6,Khalid,2738290825
7,Bad Bunny,2605366734
8,Ed Sheeran,2511715962
9,Cardi B,2431206209
10,Dua Lipa,1896419481
11,Marshmello,1764789100
12,Travis Scott,1590072326
13,Kendrick Lamar,1567926477
14,Camila Cabello,1463685162
15,Eminem,1321990282
16,Nicky Jam,1307397928
17,21 Savage,1295616747
18,Imagine Dragons,1270303524
19,Ariana Grande,1206193251
20,Demi Lovato,1166189195
21,Nicki Minaj,1115836992
22,David Guetta,1066719925
23,Maluma,1042742202
24,Selena Gomez,995140047
25,Daddy Yankee,981364055
26,Migos,975634422
27,Ty Dolla $ign,968909919
28,Anne-Marie,967698831
29,The Chainsmokers,957662791
30,Halsey,955614593
31,Maroon 5,949199413
32,Quavo,938561271
33,SZA,937762675
34,Calvin Harris,927825483
35,The Weeknd,869196853
36,Offset,865351216
37,Juice WRLD,846999836
38,Becky G,839878112
39,Bebe Rexha,824213296
40,NATTI NATASHA,822474456
41,Clean Bandit,785167453
42,Florida Georgia Line,776401577
43,Manuel Turizo,768316862
44,Sia,757768832
45,Luis Fonsi,737408243
46,Zedd,731657481
47,Young Thug,722819495
48,Shawn Mendes,707702135
49,Lil Uzi Vert,706923162
50,Swae Lee,690281991
51,Martin Garrix,686031452
52,Justin Bieber,675132440
53,Sam Smith,646084841
54,A$AP Rocky,643013696
55,Rita Ora,634839253
56,Kygo,628961765
57,Bazzi,613275308
58,Avicii,605553604
59,6ix9ine,593330632
60,G-Eazy,590287197
61,Kanye West,577265261
62,Lil Pump,576672844
63,Wisin,574531406
64,French Montana,568555641
65,Logic,567850602
66,Jason Derulo,565271850
67,Jess Glynne,560563460
68,Macklemore,555751716
69,Anitta,531698872
70,Darell,531251559
71,Lil Wayne,529703713
72,Future,524394408
73,Bruno Mars,519807852
74,Maren Morris,513311477
75,Grey,513311477
76,Mambo Kingz,503283811
77,DJ Luian,503283811
78,Sebastian Yatra,497883542
79,Beyoncé,496543461
80,Julia Michaels,495055407
81,Charlie Puth,470802658
82,BlocBoy JB,466377421
83,Tyga,465032996
84,Rudimental,454701239
85,Zion & Lennox,446388874
86,Dan Caplen,442272266
87,5 Seconds of Summer,439798030
88,Piso 21,433842564
89,Metro Boomin,431976597
90,ZAYN,430868923
91,DJ Khaled,427230132
92,Nio Garcia,421173329
93,Casper Magico,421173329
94,Normani,418355931
95,Lauv,417183067
96,NF,397203072
97,Taylor Swift,396454010
98,Liam Payne,389199579
99,Hailee Steinfeld,387539656
100,Trippie Redd,386978593
101,Reik,386851213
102,Childish Gambino,386766865
103,Jonas Blue,384977041
104,Lil Baby,370870003
105,James Arthur,365943519
106,Danny Ocean,359756844
107,J. Cole,359556873
108,Chance the Rapper,358241555
109,Dennis Lloyd,350242072
110,Kodak Black,346867444
111,Diplo,340566650
112,Miguel,334775568
113,Alesso,333727492
114,Willy William,328688598
115,Billie Eilish,324558207
116,Tiësto,320175339
117,Dzeko,320175339
118,Preme,320175339
119,Wolfine,319996592
120,The Greatest Showman Ensemble,319730303
121,Famous Dex,318672812
122,Portugal. The Man,313494671
123,benny blanco,310329839
124,Rich The Kid,309599099
125,Chris Brown,309088891
126,Paulo Londra,306621639
127,Keala Settle,298281148
128,Anuel AA,296003379
129,Zac Efron,295869490
130,Lil Dicky,293217637
131,Alessia Cara,291746449
132,Dynoro,283651902
133,Gigi D'Agostino,283651902
134,Jack & Jack,283337360
135,Zendaya,282527538
136,Murda Beatz,281289040
137,Nego do Borel,281163587
138,Coldplay,278920838
