ID,Artist,Streams
1,Bad Bunny,3840342551
2,Harry Styles,2004817880
3,Ed Sheeran,729118312
4,The Weeknd,696536710
5,Olivia Rodrigo,643496193
6,Dua Lipa,641153104
7,Jack Harlow,639954307
8,Doja Cat,604989358
9,Rauw Alejandro,584213722
10,Justin Bieber,568294852
11,Kendrick Lamar,545275997
12,Chencho Corleone,524468651
13,Drake,521861425
14,Post Malone,487160094
15,BTS,477856997
16,KAROL G,438899846
17,Lil Nas X,429565420
18,Imagine Dragons,389240309
19,The Kid LAROI,346344726
20,Eminem,341224376
21,Glass Animals,303500149
22,The Neighbourhood,290354623
23,Bomba Estéreo,287256114
24,Camila Cabello,278539593
25,Future,260148481
26,Jhayco,246962696
27,Coldplay,243393259
28,Kate Bush,219942397
29,Billie Eilish,211725819
30,Elton John,210188393
31,PNAU,210188393
32,Lizzo,201119540
33,Cris Mj,199361086
34,Elley Duhé,197707475
35,JID,196798557
36,Arcane,196798557
37,League of Legends,196798557
38,Tainy,186716767
39,Daddy Yankee,186427431
40,Becky G,183949106
41,Adele,175844504
42,Bruno Mars,170367110
43,Anitta,169798228
44,Taylor Swift,167481021
45,Tiësto,165952860
46,Joji,161978298
47,Charlie Puth,159699470
48,Arctic Monkeys,158849300
49,Lost Frequencies,156190021
50,Calum Scott,156190021
51,GAYLE,154342608
52,Paulo Londra,148618204
53,Shawn Mendes,146602486
54,Ryan Castro,143434293
55,WILLOW,143205815
56,Måneskin,139619669
57,Ava Max,138191387
58,Pailita,137702241
59,Farruko,137521318
60,Avicii,136855728
61,Tom Odell,135753702
62,Shakira,135726768
63,Danny Ocean,133032831
64,Ruth B.,131290311
65,XXXTENTACION,129114630
66,Polimá Westcoast,125536015
67,Tems,125145134
68,OneRepublic,124416469
69,Calvin Harris,119229141
70,Dove Cameron,118906781
71,Ariana Grande,115269662
72,SZA,115205053
73,DaBaby,113533499
74,Tony Dize,113486136
75,Feid,112413473
76,Nirvana,112028809
77,Jaymes Young,110708207
78,Khalid,109795133
79,Julieta Venegas,109530995
80,The Walters,108918934
81,Bizarrap,107026630
82,Buscabulla,101824286
83,21 Savage,101631298
84,Troye Sivan,95027545
85,Roddy Ricch,94721671
86,Stephen Sanchez,94659957
87,Maroon 5,93873297
88,J. Cole,92422415
89,Tate McRae,91361214
90,Zion & Lennox,91076129
91,ACRAZE,89694371
92,Cherish,89694371
93,Daniel Caesar,89264581
94,Giveon,89264581
95,The Marías,88480025
96,Alejo,88400023
97,ROBI,88400023
98,Panic! At The Disco,87835430
