ID,Artist,Streams
1,Ed Sheeran,1108015476
2,Post Malone,921238201
3,Camila Cabello,658409398
4,J Balvin,656940349
5,Ozuna,621482728
6,21 Savage,604330869
7,Cardi B,537819851
8,Khalid,517029132
9,Bad Bunny,513226578
10,Kendrick Lamar,450540557
11,Marshmello,445282818
12,Migos,431503814
13,Eminem,407553637
14,Demi Lovato,400103476
15,Daddy Yankee,399864226
16,Dua Lipa,379666429
17,Drake,370438573
18,Luis Fonsi,356368584
19,G-Eazy,341053211
20,Travis Scott,340286412
21,SZA,334109521
22,Young Thug,317551664
23,Quavo,316995318
24,Halsey,305861525
25,Selena Gomez,305757137
26,Florida Georgia Line,304430289
27,Justin Bieber,297115779
28,Rita Ora,281013269
29,Imagine Dragons,276065813
30,Bebe Rexha,271254191
31,French Montana,260703049
32,Beyoncé,252583072
33,Charlie Puth,252260891
34,Maroon 5,251653328
35,Taylor Swift,250098263
36,Lil Uzi Vert,243377828
37,Anitta,237465368
38,Clean Bandit,237136675
39,XXXTENTACION,236098805
40,Mambo Kingz,232908477
41,DJ Luian,232908477
42,The Chainsmokers,225372059
43,Sam Smith,223799877
44,Manuel Turizo,222109638
45,A$AP Rocky,219926905
46,Future,218084173
47,Maluma,216073507
48,NF,212737274
49,ZAYN,212692523
50,Sebastian Yatra,208348406
51,Bruno Mars,201564772
52,Julia Michaels,201064787
53,Lil Pump,186180790
54,Hailee Steinfeld,184463047
55,Metro Boomin,182906709
56,Offset,177535766
57,David Guetta,176089630
58,Sia,176050766
59,Kygo,173076409
60,Alessia Cara,167072142
61,Alesso,160524498
62,WATT,160524498
63,The Greatest Showman Ensemble,159442873
64,Hugh Jackman,158850690
65,Nicki Minaj,157452750
66,Jason Derulo,152460652
67,Kodak Black,152233625
68,Avicii,151935567
69,Zac Efron,149128172
70,Martin Garrix,148159772
71,Nicky Jam,146971908
72,James Arthur,144492920
73,Willy William,143920533
74,Zendaya,143651853
75,Digital Farm Animals,140615308
76,Nego do Borel,140220114
77,Lil Wayne,139871531
78,Macklemore,139177095
79,Prince Royce,138670746
80,Yandel,138166061
81,Keala Settle,137993718
82,NATTI NATASHA,136577184
83,Danny Ocean,129504798
84,The Weeknd,127047543
85,DJ Khaled,124571863
86,Gucci Mane,124336045
87,Liam Payne,124108568
88,Lauv,124058000
89,Swae Lee,121134892
90,Portugal. The Man,119190993
91,Axwell /\ Ingrosso,117148286
92,Logic,114411258
93,Piso 21,112638155
94,Justin Jesso,107628043
95,Coldplay,106246274
96,Mariah Carey,103933256
