ID,Artist,Streams
1,Justin Bieber,1237009395
2,The Weeknd,827326034
3,Dua Lipa,797004042
4,Myke Towers,684342477
5,Bad Bunny,602175289
6,Ariana Grande,592161677
7,Giveon,550733157
8,Drake,500840227
9,DaBaby,484936226
10,Olivia Rodrigo,466762216
11,Doja Cat,454564256
12,Jhayco,435743422
13,Juice WRLD,419191352
14,Billie Eilish,400612038
15,Harry Styles,383848536
16,Travis Scott,378015059
17,Rauw Alejandro,372539152
18,Lil Nas X,370835178
19,Pop Smoke,369087770
20,Bruno Mars,351885245
21,Daniel Caesar,329288275
22,Lil Tjay,320067003
23,Masked Wolf,307473643
24,KAROL G,307254877
25,Cardi B,305781808
26,J Balvin,298571963
27,Taylor Swift,275452506
28,SZA,269399170
29,BTS,261599492
30,Polo G,255539245
31,Wisin,253053935
32,Los Legendarios,253053935
33,Kali Uchis,248327734
34,The Kid LAROI,246967081
35,Lewis Capaldi,244112756
36,Ed Sheeran,237549824
37,ROSALÍA,230225514
38,Megan Thee Stallion,227716697
39,Anderson .Paak,221338914
40,Silk Sonic,221338914
41,Topic,220466359
42,A7S,220466359
43,HVME,218337353
44,Lil Baby,217956413
45,Tiësto,217812730
46,6LACK,211946919
47,Post Malone,208290106
48,Camilo,206974872
49,Anuel AA,201462683
50,Juhn,197519022
51,Roddy Ricch,196249990
52,24kGoldn,195919490
53,iann dior,195919490
54,Joel Corry,193488616
55,Khalid,191487525
56,Nio Garcia,191392320
57,The Neighbourhood,190099418
58,Maroon 5,188898549
59,Sech,182960045
60,Farruko,182729127
61,Gunna,180082964
62,Selena Gomez,174849103
63,Shawn Mendes,170388478
64,Jason Derulo,169461028
65,XXXTENTACION,166642364
66,Riton,163418608
67,Nightcrawlers,163418608
68,Mufasa & Hypeman,163418608
69,Dopamine,163418608
70,Maluma,159881744
71,Lady Gaga,153929267
72,Lil Durk,153755350
73,Duncan Laurence,146684673
74,Glass Animals,145942619
75,Tate McRae,144917057
76,CJ,142348757
77,Rochy RD,142166142
78,Nicki Nicole,142166142
79,James Arthur,142090543
80,ATB,141328349
81,Imagine Dragons,138124474
82,Boza,135305090
83,Internet Money,135219030
84,Don Toliver,135219030
85,NAV,135219030
86,MEDUZA,132255652
87,Dermot Kennedy,132255652
88,Nathan Evans,127343410
89,220 KID,127343410
90,MNEK,126756796
91,Ozuna,125271560
92,Tones And I,122094572
93,Queen,120815820
94,Miley Cyrus,120574352
95,Arctic Monkeys,120416142
96,Conan Gray,117790008
97,Jay Wheeler,115027798
98,Black Eyed Peas,114997652
99,Shakira,114997652
100,Saweetie,114975752
101,blackbear,112841864
102,ROSÉ,112718659
103,Chance the Rapper,108890116
104,SAINt JHN,106292437
105,Imanbek,106292437
106,Daddy Yankee,105782339
107,Flow La Movie,104963110
108,Gym Class Heroes,103638202
109,Sebastian Yatra,101173845
110,benny blanco,100066463
111,Ava Max,99843101
112,Manuel Turizo,91335828
113,Nicky Jam,89534459
114,Regard,87964058
115,Swae Lee,87752340
116,Milly,86429210
117,Amenazzy,86429210
118,Powfu,86188407
119,beabadoobee,86188407
120,Bradley Cooper,85817788
121,Pink Sweat$,85476233
122,ElyOtto,85449450
123,Camila Cabello,82834122
