ID,Artist,Streams
1,Drake,1252902013
2,XXXTENTACION,1105228413
3,Travis Scott,925050414
4,Khalid,813461924
5,Ozuna,778958382
6,Post Malone,757610753
7,Eminem,727488041
8,Ariana Grande,636684895
9,Bad Bunny,589415142
10,Cardi B,587230919
11,J Balvin,570817741
12,Nicki Minaj,531398630
13,Juice WRLD,480654454
14,Dua Lipa,452002673
15,Imagine Dragons,430293035
16,Marshmello,394682857
17,6ix9ine,385362994
18,Halsey,378348672
19,Ed Sheeran,376435036
20,Calvin Harris,352684872
21,Nicky Jam,348260084
22,Maluma,348058550
23,Quavo,343439616
24,Lil Wayne,324615930
25,Offset,304599616
26,Maroon 5,300001856
27,Anuel AA,288667078
28,Anne-Marie,280319556
29,Becky G,277916923
30,Selena Gomez,274615707
31,David Guetta,273785872
32,Tyga,269959405
33,Sam Smith,266649771
34,benny blanco,261856203
35,NATTI NATASHA,249813156
36,Jessie Reyez,244414166
37,Dynoro,243527939
38,Gigi D'Agostino,243527939
39,Camila Cabello,240855895
40,Darell,237371853
41,Murda Beatz,231561505
42,Zion & Lennox,227794727
43,Lil Baby,226749794
44,Bastille,225022978
45,Zedd,217289834
46,The Chainsmokers,209148614
47,Diplo,208889262
48,Lil Pump,208358708
49,DJ Khaled,203053335
50,Justin Bieber,203053335
51,Chance the Rapper,203053335
52,Manuel Turizo,201313406
53,Kanye West,200021690
54,Demi Lovato,194929522
55,Bazzi,194032493
56,Bebe Rexha,187012207
57,Lil Uzi Vert,182346454
58,Jonas Blue,175494434
59,Sia,174225428
60,Dean Lewis,172735543
61,Martin Garrix,170386850
62,Clean Bandit,169586827
63,Jack & Jack,167124053
64,5 Seconds of Summer,163719522
65,Ty Dolla $ign,162514410
66,Loud Luxury,162201017
67,Paulo Londra,161567795
68,Joyner Lucas,160194166
69,Nio Garcia,156302745
70,Casper Magico,156302745
71,Brando,153579248
72,Tiësto,153554600
73,Dzeko,153554600
74,Preme,153554600
75,Kendrick Lamar,151402328
76,DJ Snake,145663759
77,Trippie Redd,142706546
78,Elley Duhé,139965846
79,Jason Derulo,134772907
80,21 Savage,134327174
81,Kygo,131623962
82,Billie Eilish,129104043
83,Lil Peep,128828564
84,Reik,127332161
85,Gunna,126646133
86,Kodak Black,125088760
87,George Ezra,121702566
88,Labrinth,112494303
89,Young Thug,110539584
90,Jess Glynne,109635782
91,LSD,106860841
92,Panic! At The Disco,106237943
93,Silk City,102028421
94,Mark Ronson,102028421
95,Swae Lee,100557094
96,A$AP Rocky,99439937
97,Skepta,99439937
98,Sebastian Yatra,99157941
99,Dennis Lloyd,98094664
100,Sheck Wes,97154589
101,Shakira,96885434
102,Lady Gaga,94910446
103,Lauv,94558152
104,French Montana,94411646
105,Alan Walker,94093640
106,KAROL G,91669400
107,Twenty One Pilots,90489335
108,SZA,87516007
109,Kris Kross Amsterdam,85346631
110,The Boy Next Door,85346631
111,Conor Maynard,85346631
112,Maren Morris,82559084
113,Grey,82559084
114,Brytiago,81069108
115,Shawn Mendes,78266815
116,Thalia,77818473
117,Au/Ra,75025170
118,Tomine Harket,75025170
119,BlocBoy JB,74425494
120,Wisin,73757793
121,Michael Jackson,73260163
122,Bradley Cooper,73191339
123,Willy William,72545882
124,Normani,71358174
125,Bonn,70171798
126,YG,69857190
127,2 Chainz,69857190
128,Big Sean,69857190
129,Mac Miller,68935418
130,Bruno Mars,67788246
131,6LACK,67471491
132,Rudimental,67413023
133,Macklemore,67413023
134,Dan Caplen,67413023
135,Florida Georgia Line,65361534
136,Lil Mosey,65319666
137,Alex Rose,64821981
138,Rauw Alejandro,64821981
139,Lenny Tavárez,64821981
140,Cazzu,64821981
141,Lyanno,64821981
142,Gucci Mane,63994163
143,Sofía Reyes,62227025
144,De La Ghetto,62227025
145,BTS,61300067
146,Zion,60358733
147,Beyoncé,60074029
148,James Arthur,59376263
149,Jason Mraz,58168992
150,Kelsea Ballerini,57949210
151,"Royce Da 5'9""",56508253
152,Alesso,56063019
153,Daddy Yankee,55527892
154,TOTO,54852970
155,Cosculluela,54800166
156,The Weeknd,54654064
157,Metro Boomin,52957568
158,Coldplay,52598256
159,Mau y Ricky,51681717
160,Oasis,51270425
161,Lukas Graham,50299868
162,Bonez MC,48384397
163,RAF Camora,48384397
164,Ella Mai,48183792
165,Luis Figueroa,47476224
166,Lary Over,47476224
167,Childish Gambino,47073045
168,Lele Pons,47046269
169,Rita Ora,47039032
170,Little Mix,46378217
171,Armin van Buuren,43188814
172,Wiz Khalifa,42918033
173,Alvaro Soler,41077763
174,Miguel,40090617
175,Emily Warren,39534893
176,Luis Fonsi,39520941
177,Flipp Dinero,39198341
178,Avicii,37723285
179,Ava Max,36851543
180,Joji,36383120
181,Rich The Kid,35056785
182,Bryce Vine,34911198
183,Bobby Shmurda,34816638
184,Migos,34158102
185,Wizkid,33341523
186,Kyla,33341523
187,Swizz Beatz,33306345
188,Portugal. The Man,33297567
189,Anitta,32047671
190,Future,30663827
191,Piso 21,30533834
192,Why Don't We,30480459
193,Aminé,29796133
194,Justin Quiles,29258418
195,BLACKPINK,28926609
196,Romeo Santos,27978672
197,Capital Bra,26378388
198,Lil Dicky,26059331
199,Chris Brown,26059331
200,Julia Michaels,25993382
201,Gryffin,24835125
202,Cheat Codes,24658302
203,The Killers,24359139
204,Gzuz,23960281
205,mgk,23835663
206,Wolfine,23625089
207,John Legend,23195523
208,Juju,22016631
209,Queen,21954371
210,Liam Payne,21493530
211,Stefflon Don,20861695
212,OneRepublic,20041937
213,Sosamann,19569251
214,Sophia Somajo,19068470
215,Avril Lavigne,19063693
216,Jaden,18934809
217,Paul Rosenberg,17969356
218,Logic,17771963
219,The Carters,17700761
220,Troye Sivan,17653678
221,KYLE,17473991
222,Kehlani,17473991
223,Lil Yachty,17415341
224,Empress Of,13693043
225,Olly Alexander (Years & Years),13583249
226,Leslie Grace,12812666
227,Noriel,12812666
228,Young Stoner Life,12584012
229,Smokepurpp,12077969
230,NF,11935157
231,Lil Skies,11870360
232,Frenna,10876703
233,Lil Kleine,10876703
234,KEVIN ROLDAN,10637061
235,Flo Rida,9923093
236,TINI,9923093
237,J. Cole,9727940
238,Charli XCX,9231668
239,Loredana,9053276
240,Mozzik,9053276
241,Reginae Carter,9005862
242,Marc Anthony,8951248
243,Will Smith,8951248
244,Zara Larsson,8778779
245,Snoop Dogg,8681211
246,anders,8621769
247,Bryant Myers,8616098
248,Lennon Stella,8370381
249,Marília Mendonça,8311024
250,Social House,8044630
251,Sean Paul,7988788
252,Sandro Cavazza,7807762
253,Pharrell Williams,7323300
254,Missy Elliott,6455372
255,Anderson .Paak,5600121
256,Young Scooter,5492731
257,Playboi Carti,5245232
258,Ashanti,5133296
259,Mack Maine,5133296
260,Earth,5131415
261,Wind & Fire,5131415
262,Lil Durk,5041350
263,NAV,5041350
264,Justin Mylo,4950269
265,Dewain Whitmore,4950269
266,Lana Del Rey,4899476
267,Ryan Tedder,4606675
268,Nate Dogg,4582126
269,Nivea,4544978
270,Salmo,4531697
271,Luciano,4361757
272,Eno,4361757
273,Ghostface Killah,4285515
274,Raekwon,4285515
275,RZA,4285515
276,Method Man,4285515
277,Inspectah Deck,4285515
278,Cappadonna,4285515
279,Jackpot Scotty Wotty,4285515
280,U-God,4285515
281,Masta Killa,4285515
282,GZA,4285515
283,Arthur Hanlon,4275939
284,The 1975,4262643
285,PNL,4238492
286,Farid Bang,4227364
