ID,Artist,Streams
1,Taylor Swift,2502905568
2,Bad Bunny,1995626804
3,The Weeknd,1123402567
4,Drake,933253311
5,21 Savage,896896020
6,Sam Smith,626723559
7,Harry Styles,599327393
8,Feid,554760046
9,Kim Petras,546056695
10,Rauw Alejandro,539972391
11,Quevedo,527454690
12,Arctic Monkeys,496521292
13,Eminem,488982660
14,SZA,431602404
15,Ed Sheeran,417881398
16,Imagine Dragons,394966689
17,BLACKPINK,394142157
18,Steve Lacy,384683741
19,Chencho Corleone,380521154
20,Bizarrap,375180957
21,David Guetta,360308017
22,Bebe Rexha,360308017
23,BTS,350835701
24,Manuel Turizo,348795611
25,Lana Del Rey,346435054
26,ROSALÍA,336608550
27,KAROL G,332276594
28,Joji,323837018
29,Metro Boomin,323688104
30,OneRepublic,322710432
31,Chris Brown,322118167
32,Dua Lipa,320922799
33,Justin Bieber,320334453
34,Coldplay,314474799
35,Doja Cat,309961207
36,Ozuna,284463286
37,Rema,277288778
38,d4vd,272836292
39,Lil Nas X,252140951
40,The Neighbourhood,241836295
41,Elton John,234361094
42,Shakira,230749722
43,Beyoncé,230459573
44,Tom Odell,229387331
45,Billie Eilish,222400463
46,Jung Kook,218522771
47,Oliver Tree,214210646
48,Stephen Sanchez,211677287
49,Post Malone,211367480
50,Selena Gomez,208664826
51,Bomba Estéreo,201722172
52,Rosa Linn,197574743
53,Future,190553726
54,Robin Schulz,186938297
55,Jhayco,182882613
56,Travis Scott,178444072
57,Glass Animals,177020505
58,JVKE,168223006
59,The Kid LAROI,165705619
60,Olivia Rodrigo,162317570
61,Mariah Carey,161232165
62,Nicki Minaj,157810910
63,Lewis Capaldi,157193424
64,Lizzo,155457813
65,Ariana Grande,152609191
66,Charlie Puth,148217288
67,Sia,144687862
68,Meghan Trainor,144233382
69,Lyanno,143734766
70,Brray,143734766
71,Khalid,143573191
72,PNAU,133345849
73,Michael Bublé,133302972
74,Grupo Frontera,131893564
75,Jack Harlow,128474939
