ID,Artist,Streams
1,Juice WRLD,1421984145
2,Roddy Ricch,846967245
3,Travis Scott,726286212
4,DaBaby,698375834
5,Bad Bunny,698173688
6,J Balvin,690290740
7,Drake,676303887
8,Taylor Swift,659653256
9,Dua Lipa,564496178
10,Pop Smoke,559235011
11,The Weeknd,542291963
12,Harry Styles,509705953
13,Justin Bieber,490706326
14,Ariana Grande,482810700
15,Post Malone,422116372
16,Billie Eilish,416026011
17,Anuel AA,406737374
18,Marshmello,395501790
19,Lady Gaga,393259796
20,Jason Derulo,368913239
21,Lewis Capaldi,356405701
22,Ozuna,347968533
23,Rauw Alejandro,328321129
24,Jawsh 685,323066685
25,Myke Towers,320289491
26,SAINt JHN,299021011
27,Imanbek,299021011
28,Halsey,289525811
29,Megan Thee Stallion,287353815
30,Sech,286567953
31,Doja Cat,272584427
32,Young Thug,271896889
33,Lil Baby,263908886
34,KAROL G,240340371
35,Black Eyed Peas,239259988
36,Maluma,232172410
37,Jack Harlow,231931878
38,Powfu,231305944
39,beabadoobee,231305944
40,Topic,223431819
41,A7S,223431819
42,Camilo,219349682
43,Khalid,218883802
44,BLACKPINK,217196879
45,Tones And I,211667971
46,Justin Quiles,209511470
47,Nicki Minaj,206914108
48,XXXTENTACION,206493013
49,Ed Sheeran,201097089
50,Surf Mesa,199257603
51,Emilee,199257603
52,Kygo,196131849
53,Regard,190506264
54,6ix9ine,190432750
55,Ava Max,188291154
56,StaySolidRocky,188282890
57,Lil Mosey,184195827
58,Tainy,183822592
59,Nio Garcia,172097196
60,Brray,172097196
61,Juanka,172097196
62,J. Rey Soul,169154799
63,Polo G,167904150
64,Quavo,166895746
65,Dímelo Flow,162742995
66,DJ Khaled,158764699
67,Maroon 5,157593149
68,Kid Cudi,156608052
69,BENEE,154471211
70,Gus Dapperton,154471211
71,Swae Lee,153405799
72,The Kid LAROI,153204520
73,Dalex,152982890
74,Trevor Daniel,147760911
75,ROSALÍA,145516791
76,THE SCOTTS,142786230
77,Feid,140980537
78,Lenny Tavárez,135919565
79,Don Toliver,130069697
80,Surfaces,129499019
81,Tory Lanez,128562335
82,Lil Wayne,128562335
83,Beyoncé,127871122
84,Camila Cabello,125073136
85,Shawn Mendes,120596215
86,Future,120450800
87,Chris Brown,119016114
88,Cardi B,118990255
89,Aya Nakamura,117384401
90,Jowell & Randy,116414864
91,Chencho Corleone,115554084
92,Daddy Yankee,112853234
93,Melanie Martinez,109523899
94,50 Cent,108820532
95,Queen,106945875
96,OneRepublic,105745169
97,Arizona Zervas,104866830
98,Jay Wheeler,104815113
99,DJ Nelson,104815113
100,Ñengo Flow,102735242
101,blackbear,102004761
102,Jhayco,100245820
103,Mustard,97668978
104,Eminem,96648932
105,Gunna,95722180
106,Imagine Dragons,94010918
107,RAYE,92962361
108,Giveon,88913349
109,MEDUZA,88672706
110,Goodboys,88672706
111,JP Saxe,87037488
112,Julia Michaels,87037488
113,The Chainsmokers,86908054
114,NLE Choppa,84043377
115,Bradley Cooper,82997348
116,Harry Nach,82747591
117,Joel Corry,82525152
118,MNEK,82525152
119,Lil Tjay,82030684
120,Bon Iver,80820016
121,Ed Sheeran & Justin Bieber,80648591
122,Nea,77361917
123,Felix Jaehn,77361917
124,El Alfa,76672395
125,Becky Hill,75599743
126,Conkarah,75341352
127,Shaggy,75341352
128,DJ Fle,75341352
129,Curtis Waters,75263805
130,Harm Franklin,75263805
131,Lil Uzi Vert,74842246
132,BTS,73338082
133,S1mba,72231154
134,DTG,72231154
135,21 Savage,70142355
136,Nicky Jam,68373581
137,Tyga,65154480
138,James Arthur,64865511
139,42 Dugg,64842096
140,Bastille,64749932
141,JACKBOYS,61169810
142,Lil Durk,61164214
143,Apache 207,60761374
144,Dan + Shay,60452836
145,Alex Rose,59752180
146,Rafa Pabön,59752180
147,Wallows,59098458
148,Clairo,59098458
149,Rod Wave,58786508
150,John Legend,57701443
151,Peach Tree Rascals,57366343
152,Tame Impala,56471773
153,5 Seconds of Summer,56181574
154,Coldplay,55844853
155,Kina,55404096
156,Snøw,55404096
157,Trueno,54773689
158,Nicki Nicole,54773689
159,Bizarrap,54773689
160,Taiu,54773689
161,TATOOL,54773689
162,Tate McRae,53565984
163,Robin Schulz,52634869
164,Vance Joy,50435552
165,YoungBoy Never Broke Again,49710647
166,Kanye West,48959480
167,iann dior,48815095
168,DripReport,48491795
169,Whitney Houston,46981640
170,Dean Lewis,45510785
171,Conan Gray,45391536
172,Jason Mraz,44274059
173,ATR Son Son,43402897
174,ZAAC,43320594
175,Anitta,43320594
176,Niack,43220291
177,Sam Smith,42206349
178,Kane Brown,40644129
179,24kGoldn,39786150
