ID,Artist,Streams
1,Ariana Grande,1803316577
2,Billie Eilish,1151087221
3,Post Malone,1102596342
4,Khalid,817543277
5,Anuel AA,785123079
6,Drake,693033070
7,Ozuna,675117554
8,XXXTENTACION,619407674
9,Cardi B,588231117
10,Swae Lee,516613284
11,Queen,505144510
12,Halsey,476271758
13,Juice WRLD,467229346
14,Bad Bunny,465552399
15,Marshmello,432672981
16,Sam Smith,427455541
17,J Balvin,425280538
18,Travis Scott,412954926
19,Daddy Yankee,398634735
20,Offset,377093062
21,Manuel Turizo,363042831
22,Lady Gaga,358007746
23,Dua Lipa,357508630
24,Farruko,357205875
25,Calvin Harris,330871779
26,A Boogie Wit da Hoodie,322362276
27,Selena Gomez,316225123
28,Imagine Dragons,312712065
29,KAROL G,309453365
30,Ed Sheeran,295585161
31,21 Savage,278501931
32,The Chainsmokers,274915997
33,Bradley Cooper,269908755
34,Snow,264775985
35,Ava Max,264492015
36,6ix9ine,262338086
37,Normani,254964208
38,Maluma,246830752
39,benny blanco,243131402
40,Lauv,237555864
41,Pedro Capó,234742474
42,Kodak Black,233844773
43,Bastille,227860539
44,J. Cole,227152763
45,5 Seconds of Summer,220204309
46,Bebe Rexha,218694490
47,Paulo Londra,214449365
48,Bruno Mars,198451976
49,Diplo,188386463
50,DJ Snake,186638356
51,Gunna,185109840
52,Anne-Marie,184646919
53,Meek Mill,179193240
54,Jonas Brothers,177400693
55,Tyga,176129504
56,Panic! At The Disco,173086227
57,YNW Melly,172138439
58,Ty Dolla $ign,169005921
59,Mau y Ricky,168011740
60,Rag'n'Bone Man,162122691
61,Troye Sivan,160816607
62,Romeo Santos,156118720
63,Mark Ronson,154858740
64,Lil Pump,152070635
65,Sebastian Yatra,143652709
66,Disclosure,143202920
67,Camila Cabello,141401639
68,Dean Lewis,138014756
69,Nicky Jam,133593573
70,Camilo,131450786
71,Mabel,131409360
72,Maroon 5,130728280
73,Alec Benjamin,129838871
74,Blueface,129257595
75,Lil Baby,125427248
76,Lil Nas X,119756241
77,Darell,117401036
78,Ellie Goulding,116775369
79,Zedd,115038797
80,Haze,114022941
81,Miley Cyrus,113173611
82,Sheck Wes,111993094
83,Shawn Mendes,110481871
84,Mustard,109680110
85,Migos,109680110
86,David Guetta,108935193
87,Reik,108806264
88,Piso 21,108717395
89,Micro TDH,108717395
90,Becky G,107549128
91,Gucci Mane,105136432
92,Lewis Capaldi,104000102
93,Rita Ora,103939221
94,BLACKPINK,101988698
95,James Arthur,98359711
96,Dynoro,97265590
97,Gigi D'Agostino,97265590
98,DJ Luian,96061754
99,Mambo Kingz,96061754
100,Kanye West,95993399
101,Jessie Reyez,93124725
102,Kehlani,91321728
103,Maren Morris,88209817
104,Bazzi,87418665
105,Metro Boomin,86827855
106,Flipp Dinero,85038763
107,Anitta,84201937
108,Lukas Graham,83910201
109,Tainy,80924733
110,Loud Luxury,80903736
111,Brando,80903736
112,Rich The Kid,76241458
113,Prince Royce,75460430
114,Kygo,74526797
115,Zara Larsson,73465541
116,Rafa Pabön,73227340
117,Luis Fonsi,72579377
118,Capital Bra,72520160
119,MERO,72055259
120,CHVRCHES,71749617
121,David Bowie,70596172
122,Future,69587802
123,Logic,68790004
124,Dalex,68769274
125,KHEA,68769274
126,Sech,68769274
127,Feid,68769274
128,Cazzu,68769274
129,Lenny Tavárez,68769274
130,The Weeknd,68413518
131,Young Thug,66019128
132,Kelsea Ballerini,65669106
133,Clean Bandit,65595724
134,Demi Lovato,65595724
135,Grey,65102880
136,George Ezra,62993608
137,Robin Schulz,62946165
138,Erika Sirola,62946165
139,Daniel Caesar,62767354
140,H.E.R.,62767354
141,Quavo,61015589
142,Brytiago,60814271
143,Tory Lanez,59911545
144,Nio Garcia,56586765
145,Casper Magico,56586765
146,Florida Georgia Line,56279279
147,Jonas Blue,54874972
148,Jack & Jack,54874972
149,Lil Uzi Vert,52661893
150,Gesaffelstein,51483368
151,Nicki Minaj,50651490
152,Trippie Redd,49989114
153,Katy Perry,49935917
154,P!nk,49789966
155,Sandro Cavazza,47834066
156,PNL,47415344
157,Lil Peep,46714887
158,Winona Oak,46649218
159,French Montana,46090015
160,Lil Mosey,44910931
161,Ski Mask The Slump God,44436612
162,Lil Skies,43530761
163,Silk City,41685129
164,Tropkillaz,41460787
165,ZAAC,41460787
166,ChocQuibTown,40926094
167,Zion & Lennox,40926094
168,TOTO,40799740
169,YUNGBLUD,40083425
170,Travis Barker,40083425
171,BlocBoy JB,39682839
172,Julia Michaels,38110628
173,Sofía Reyes,36825382
174,Tom Walker,36318936
175,Aaron Smith,35827834
176,Krono,35827834
177,Luvli,35827834
178,Martin Garrix,35361516
179,Bonn,35361516
180,Wisin & Yandel,35171053
181,Roddy Ricch,34476865
182,Billy Ray Cyrus,33777904
183,Chris Brown,31935278
184,Calboy,31672593
185,Kendrick Lamar,31302861
186,Eno,30892255
187,Sia,29925965
188,Labrinth,29925965
189,LSD,29925965
190,Lunay,29514961
191,Gaby Music,29514961
192,Chris Jedi,29514961
193,Alan Walker,29421645
194,Sabrina Carpenter,29421645
195,Amenazzy,28584706
196,Oasis,27107151
197,NOTD,26699509
198,Felix Jaehn,26699509
199,Captain Cuts,26699509
200,Georgia Ku,26699509
201,Valerie Broussard,26692731
202,Samra,26029495
203,Brooks,24597139
204,Loote,24597139
205,ROSALÍA,24190638
206,El Guincho,24190638
207,Why Don't We,23749490
208,Sean Paul,23676138
209,A$AP Rocky,23537523
210,Skepta,23537523
211,Myke Towers,23530956
212,Victoria Monét,22676930
213,Brendon Urie,22337193
214,Murda Beatz,21987159
215,Mahmood,21436485
216,FLETCHER,21300107
217,John Mayer,21134602
218,Galantis,21063082
219,OneRepublic,21063082
220,Little Mix,19182633
221,The Rudeboyz,19034981
222,Jowell & Randy,19034981
223,SZA,17646959
224,Summer Walker,17035726
225,NAV,16930150
226,KC Rebell,15987161
227,Ninho,15934207
228,Hozier,15686930
229,Shirin David,15195176
230,Shindy,14979472
231,Gaullin,14878981
232,Rudimental,14186416
233,Jess Glynne,14186416
234,Macklemore,14186416
235,Dan Caplen,14186416
236,Tiësto,14106008
237,Dzeko,14106008
238,Preme,14106008
239,Jason Mraz,13308663
240,Nipsey Hussle,13099971
241,Hit-Boy,13099971
242,Paloma Mami,12701721
243,ScHoolboy Q,12181267
244,Rammstein,12025989
245,2 Chainz,11494591
246,Ufo361,11193384
247,Dennis Lloyd,11069446
248,YG,11050567
249,Summer Cem,10839793
250,SHAED,10249827
251,JENNIE,9943936
252,SAFE,9519434
253,KEVIN ROLDAN,9430090
254,Dominic Fike,9341575
255,Eminem,9211142
256,Joyner Lucas,9211142
257,Felipe Araújo,8956171
258,Ferrugem,8956171
259,Ultimo,6106434
260,Lil Wayne,6083295
261,Niska,5971496
262,MC Kevinho,5915768
263,James Blake,5687330
264,Fero47,5656271
265,Luciano,5209795
266,Avicii,5128625
267,Aloe Blacc,5128625
268,G-Eazy,5062370
269,Daya,5014360
270,Azet,4888449
271,Zuna,4888449
272,Bantu,4880234
273,ILOVEMAKONNEN,4878588
274,Fall Out Boy,4878588
275,Tame Impala,4823378
276,Don Patricio,4784115
277,Cruz Cafuné,4784115
278,Solange,4746650
279,Dardan,4739363
280,MC Kevin o Chris,4647110
281,Irama,4632503
282,Reynmen,4612301
283,Avril Lavigne,4601464
284,Rvssian,4571412
285,Clever,4571412
286,John Legend,4560326
287,Loredana,4555070
288,Mozzik,4555070
289,Gabriel Diniz,4548197
290,Niall Horan,4516584
291,NATTI NATASHA,4495173
292,TOMORROW X TOGETHER,4467968
293,Cauty,4458066
294,Cosculluela,4458066
295,Chencho Corleone,4458066
296,Hailee Steinfeld,4440836
297,Alesso,4440836
298,WATT,4440836
299,Luchè,4343251
300,Sfera Ebbasta,4343251
