ID,Artist,Streams
1,The Weeknd,1241675085
2,Adele,1124936849
3,Ed Sheeran,957124427
4,Justin Bieber,817562899
5,Doja Cat,794394818
6,Taylor Swift,725812939
7,Bad Bunny,721864331
8,Olivia Rodrigo,717849747
9,Lil Nas X,705410242
10,Dua Lipa,630008154
11,BTS,521958528
12,Rauw Alejandro,434951434
13,Elton John,424201714
14,The Kid LAROI,422322260
15,Billie Eilish,398650752
16,Jack Harlow,362076700
17,Bruno Mars,357423238
18,CKay,356195359
19,Coldplay,335456071
20,Ariana Grande,331083146
21,Imagine Dragons,330823948
22,Glass Animals,328743106
23,PNAU,319819356
24,Drake,319706669
25,Post Malone,309864270
26,Anderson .Paak,294181604
27,Silk Sonic,294181604
28,LISA,280534403
29,Måneskin,267456382
30,SZA,266413311
31,Tiësto,259477905
32,Juice WRLD,258594841
33,Farruko,258011214
34,GAYLE,254979578
35,Arcane,244932709
36,League of Legends,244932709
37,J Balvin,235357091
38,JID,234283600
39,Jhayco,229133742
40,Mariah Carey,228244344
41,Marília Mendonça,222377333
42,Michael Bublé,220833130
43,Polo G,220465147
44,The Neighbourhood,209373056
45,Giveon,177332809
46,Travis Scott,175948725
47,ACRAZE,175543069
48,Cherish,175543069
49,Lewis Capaldi,170407426
50,Dj Yo!,168723062
51,AX'EL,168723062
52,Tainy,164734413
53,Maiara & Maraisa,164580465
54,Swedish House Mafia,163123128
55,Trueno,159823649
56,Julieta Venegas,159322233
57,Wham!,157501660
58,BoyWithUke,150871223
59,Maria Becerra,149173806
60,Lost Frequencies,148442614
61,Calum Scott,148442614
62,Eminem,146301465
63,Kali Uchis,142260182
64,Tiago PZK,140143748
65,Harry Styles,139369168
66,DaBaby,138396771
67,Oliver Tree,136259590
68,Sech,134892902
69,KAROL G,134017145
70,The Walters,130933480
71,Young Thug,130437619
72,THE ANXIETY,130074831
73,WILLOW,130074831
74,Tyler Cole,130074831
75,Aventura,125052578
76,Anuel AA,124722454
77,Brenda Lee,121434499
78,Bobby Helms,120257604
79,Daniel Caesar,119839941
80,21 Savage,116930853
81,Sebastian Yatra,116032030
82,NEIKED,115873756
83,Mae Muller,115873756
84,Kanye West,114863539
85,Amaarae,114239859
86,Moliy,114239859
87,Rvssian,113795768
88,Chris Brown,113795768
89,Future,113789665
90,zzoilo,112847369
91,Aitana,112847369
92,TINI,110896691
93,Jaymes Young,107588264
94,Project Pat,104180046
95,Andy Williams,100378149
96,Queen,99984763
97,Sia,99505145
98,Joel Corry,98077536
99,Justin Quiles,96659467
100,Mora,95732234
101,Steve Lacy,95035548
102,Mc Danny,94917364
103,TWICE,94273715
104,Dean Martin,93972971
105,Maluma,92806246
106,Khalid,91047338
107,Avicii,90260240
108,Frank Sinatra,89732587
109,Kelly Clarkson,89064246
110,Sleepy Hallow,88022316
111,Swae Lee,87255542
112,Marcynho Sensação,86158324
113,24kGoldn,85842227
114,iann dior,85842227
115,ROSALÍA,83257743
116,Shawn Mendes,82712642
117,Ruth B.,82440528
118,Surf Curse,80889776
119,José Feliciano,80259967
120,Jason Derulo,78366093
121,Nio Garcia,78357234
122,Conan Gray,77882207
123,Ava Max,77830368
124,Tate McRae,77553463
125,Tom Odell,77405130
126,Jax Jones,77157026
127,Charli XCX,77157026
128,Saweetie,77157026
129,Myke Towers,76846815
130,Masked Wolf,75667304
131,Camila Cabello,75639109
132,Tones And I,75159707
133,Playboi Carti,74836610
134,Lenny Tavárez,74542511
135,Riton,74427807
136,Nightcrawlers,74427807
137,Mufasa & Hypeman,74427807
138,Dopamine,74427807
139,Henrique & Juliano,70985745
140,Baby Keem,70884519
141,Kendrick Lamar,70884519
142,The Ronettes,70419272
143,Hozier,69666774
144,Zé Felipe,68453140
145,Chris Rea,68308225
146,B. Swanson Quartet,67084239
147,Nat King Cole,65166118
