ID,Artist,Streams
1,The Weeknd,1028416293
2,Peso Pluma,1025141240
3,Drake,617530721
4,Feid,594697844
5,21 Savage,527514808
6,Fuerza Regida,441721257
7,Jung Kook,437446124
8,Bad Bunny,402634954
9,Metro Boomin,381326798
10,JENNIE,307127102
11,Lily-Rose Depp,307127102
12,Playboi Carti,294982134
13,KAROL G,291810200
14,Grupo Frontera,289747419
15,Latto,272463914
16,Kali Uchis,251621616
17,Calle 24,239521480
18,Chino Pacas,239521480
19,Gabito Ballesteros,235960875
20,Junior H,228010920
21,Young Miko,225604595
22,Marshmello,219127769
23,Travis Scott,214028050
24,Madonna,207779753
25,Daft Punk,203332168
26,ATL Jacob,200774034
27,Carin Leon,197676920
28,Maluma,189448026
29,Anitta,173468773
30,cassö,173120814
31,RAYE,173120814
32,D-Block Europe,173120814
33,Zach Bryan,171089272
34,Kacey Musgraves,171089272
35,JID,171078681
36,Baby Tate,171078681
37,Kanye West,169775890
38,Grupo Marca Registrada,167331456
39,Jack Harlow,164982210
40,Grupo Firme,152786449
41,Yeat,148976198
42,Tyler,141693550
43,The Creator,141693550
44,David Guetta,140501390
45,Bebe Rexha,140501390
46,Post Malone,137017746
47,Swae Lee,137017746
48,Xavi,132061591
49,Elton John,130867305
50,Rema,130155144
51,Selena Gomez,130155144
52,Sexyy Red,129838887
53,SZA,129838887
54,J. Cole,126969589
55,Wizkid,123300900
56,Kyla,123300900
57,Lana Del Rey,119585095
58,Billie Eilish,118432156
59,Khalid,118432156
60,Justin Bieber,117385597
61,Eslabon Armado,113100851
62,Ariana Grande,108004163
63,Macklemore & Ryan Lewis,107187455
64,Macklemore,107187455
65,Ryan Lewis,107187455
66,Ray Dalton,107187455
67,Vishal Mishra,106603088
68,Raj Shekhar,106603088
69,The Kid LAROI,101698683
70,Arijit Singh,100188182
71,Dwele,100122670
72,Alex Favela,98695261
73,Joaquin Medina,98695261
74,Rihanna,94811899
75,Future,90180298
76,Don Toliver,90180298
77,Bizarrap,88179806
78,Jere Klein,86730454
79,Gittobeatz,86730454
80,John Lennon,86093622
81,Yoko Ono,86093622
82,Calvin Harris,85966764
83,Eminem,85324697
84,Dave,85032839
85,Central Cee,85032839
86,Bellakath,82348031
87,Dani Flow,82348031
88,Young Thug,82141451
89,Frank Sinatra,81117454
90,B. Swanson Quartet,81117454
91,Natanael Cano,78823275
92,Los Dareyes De La Sierra,77546796
93,Juice WRLD,76479562
94,Tito Double P,75187814
95,Dj GBR,74921333
96,Mc IG,74921333
97,MC Ryan SP,74921333
98,MC PH,74921333
99,Mc Davi,74921333
100,Mc Luki,74921333
101,Mc Don Juan,74921333
102,Mc Kadu,74921333
103,TrapLaudo,74921333
104,MC GP,74921333
105,MC GH do 7,74921333
106,Yng Lvcas,73317577
107,Perry Como,71986770
108,The Fontane Sisters,71986770
109,Mitchell Ayres & His Orchestra,71986770
110,Shreyas Puranik,71978273
111,Siddharth - Garima,71978273
112,Oscar Maydon,70873320
113,Pusha T,69653220
114,Dua Lipa,69324422
115,PNAU,69324422
116,Stephen Sanchez,68993030
117,Em Beihold,68993030
118,Eugenio Esquivel,68636195
119,Sebastian Esquivel,68636195
120,Ed Sheeran,61542883
121,Emilia,57419825
122,Tony Aguirre,54514795
123,Oscar Ortiz,53679214
124,Edgardo Nuñez,53679214
125,Luan Santana,50817926
126,Ana Castela,50817926
127,Kelly Clarkson,49782376
128,Mesita,49464277
129,Nicki Nicole,49464277
130,Tiago PZK,49464277
131,Nicki Minaj,48582553
132,The Pogues,46995745
133,Kirsty MacColl,46995745
134,Shakira,43245555
135,The Chainsmokers,42281126
136,Coldplay,42281126
137,Eartha Kitt,41979062
138,Henri René and His Orchestra,41979062
139,Kendrick Lamar,41378106
140,Jay Rock,41378106
141,Doja Cat,40076930
142,Manan Bhardwaj,40060300
143,Bhupinder Babbal,40060300
144,Don Omar,33549345
145,Lucenzo,33549345
146,Kygo,31913459
147,Ava Max,31913459
148,Anirudh Ravichander,28209909
149,Shilpa Rao,28209909
150,Kumaar,28209909
151,Gaby Music,27374075
152,Lunay,27374075
153,Luar La L,27374075
154,Bing Crosby,23084832
155,The Andrews Sisters,23084832
156,Gwen Stefani,22081546
157,Blake Shelton,22081546
158,Jaani,21719218
159,B Praak,21719218
160,Christian Nodal,21663122
161,UMI,20382688
162,V,20382688
163,Michael Bublé,19710193
164,JC NO BEAT,19220630
165,DJ F7,19220630
166,MC Meno Dani,19220630
167,Silva Mc,19220630
168,Lil Uzi Vert,19088843
169,Marvin Gaye,17341155
170,Tammi Terrell,17341155
171,DJ Snake,15686914
172,Mykola Dmytrovych Leontovych,11816835
173,John Williams,11816835
174,Lil Durk,11437647
175,The Puppini Sisters,10204012
176,Brent Faiyaz,9784192
177,Summer Walker,9743353
178,Idina Menzel,9506181
179,Tommy Newport,9099918
180,Mikky Ekko,9099918
181,Brett Eldredge,9041194
182,Meghan Trainor,9041194
183,Blessd,8783985
184,Burna Boy,8511674
185,Ofenbach,8268592
186,Norma Jean Martine,8268592
187,Chencho Corleone,8039916
188,TINI,7955548
189,Ice Spice,7774126
190,Aqua,7774126
