ID,Artist,Streams
1,Billie Eilish,1617679613
2,Lil Nas X,740814738
3,Post Malone,721135939
4,Khalid,696419293
5,J Balvin,641046823
6,Bad Bunny,547468468
7,Daddy Yankee,526001964
8,Halsey,525124007
9,Ozuna,518128429
10,Ariana Grande,507298327
11,Sech,487709428
12,Anuel AA,486169507
13,Farruko,485846824
14,Drake,454323111
15,Nicky Jam,430860194
16,Shawn Mendes,413175363
17,Cardi B,408191200
18,Billy Ray Cyrus,406222354
19,Ed Sheeran,382024591
20,Avicii,357536859
21,Darell,355886262
22,Justin Bieber,355724103
23,Marshmello,355460082
24,Ed Sheeran & Justin Bieber,338974142
25,Jonas Brothers,322482430
26,Travis Scott,321419298
27,Panic! At The Disco,321141276
28,Maluma,320652165
29,BTS,312274728
30,Swae Lee,307437605
31,The Chainsmokers,304134090
32,Queen,287425589
33,Dalex,279921533
34,Lenny Tavárez,279921533
35,Imagine Dragons,268667492
36,Snow,261921124
37,XXXTENTACION,259362465
38,Sam Smith,257375776
39,Taylor Swift,255328753
40,Paulo Londra,255092034
41,Ava Max,253880242
42,Camila Cabello,245572687
43,Lady Gaga,244618008
44,Aloe Blacc,243903986
45,Lewis Capaldi,239149798
46,Tyga,234931564
47,5 Seconds of Summer,228466651
48,J. Cole,226009166
49,Tyler,221893888
50,The Creator,221893888
51,Calvin Harris,209471954
52,Lauv,207070407
53,A Boogie Wit da Hoodie,200177592
54,Mabel,194484002
55,Rafa Pabön,193299105
56,Feid,193299105
57,21 Savage,193185222
58,Offset,187945159
59,Disclosure,186711688
60,Brendon Urie,182588324
61,Bradley Cooper,176210942
62,Lunay,174556670
63,Dua Lipa,174275757
64,Juice WRLD,172354153
65,Lizzo,163784000
66,Ellie Goulding,159013877
67,Young Thug,158123142
68,Logic,155222254
69,Justin Quiles,154444937
70,benny blanco,151858340
71,KHEA,151436449
72,Cazzu,151436449
73,Macklemore,151170919
74,Manuel Turizo,149595890
75,Tainy,148734491
76,BLACKPINK,147428617
77,Pedro Capó,147028345
78,YNW Melly,145641936
79,Bastille,144403515
80,DJ Luian,143960264
81,Mambo Kingz,143960264
82,Selena Gomez,143161065
83,KAROL G,141833321
84,Rita Ora,140980941
85,Kygo,140619908
86,ROSALÍA,140362074
87,Brytiago,139467362
88,Bazzi,139279212
89,MEDUZA,138198857
90,Goodboys,138198857
91,Lil Uzi Vert,138065630
92,DJ Snake,137071084
93,CHVRCHES,135902333
94,Normani,135493137
95,Bebe Rexha,134385965
96,El Guincho,134128590
97,Romeo Santos,132918378
98,Martin Garrix,124634314
99,Fall Out Boy,124634314
100,Troye Sivan,121497030
101,6ix9ine,120494677
102,Chris Brown,113549000
103,Alec Benjamin,108271305
104,Katy Perry,107480198
105,Sebastian Yatra,107223300
106,Eminem,105445100
107,Alan Walker,104846268
108,Sabrina Carpenter,104846268
109,Mau y Ricky,104326759
110,Camilo,104326759
111,Jonas Blue,104049856
112,DaBaby,100432890
113,Meek Mill,100292089
114,Anne-Marie,98473595
115,Mustard,97504019
116,Polo G,97399703
117,Lil Tjay,97399703
118,Kodak Black,97164675
119,Chance the Rapper,96983210
120,Sean Paul,96103697
121,Dominic Fike,92723354
122,Migos,92459020
123,PnB Rock,91949608
124,Miley Cyrus,90128884
125,Maroon 5,88070587
126,James Arthur,87826324
127,Ty Dolla $ign,87001859
128,Piso 21,86304385
129,Micro TDH,86304385
130,Rag'n'Bone Man,85488677
131,Dean Lewis,84138886
132,Diplo,83439617
133,Capital Bra,82743577
134,YG,79437116
135,Jon Z,79437116
136,Bruno Mars,76526376
137,Lil Baby,75839394
138,Wisin & Yandel,75721543
139,OneRepublic,74533095
