ID,Artist,Streams
1,Olivia Rodrigo,1227045455
2,Doja Cat,1191033961
3,Drake,1139792119
4,Lil Nas X,1020284039
5,Justin Bieber,1014408856
6,Bad Bunny,904852012
7,The Kid LAROI,819427540
8,Ed Sheeran,734920197
9,Billie Eilish,719577852
10,The Weeknd,701502984
11,Kanye West,684536062
12,Dua Lipa,628951431
13,J Balvin,610743422
14,Måneskin,595901903
15,Rauw Alejandro,593374014
16,BTS,548094597
17,Jack Harlow,522223184
18,Jhayco,424506774
19,Farruko,338995346
20,Maria Becerra,335788304
21,Ariana Grande,332534247
22,Sech,318044376
23,Giveon,302753714
24,Travis Scott,297860515
25,Glass Animals,283769612
26,KAROL G,261737709
27,SZA,257980505
28,DaBaby,247122211
29,Myke Towers,242739051
30,Bruno Mars,237289541
31,Post Malone,230886432
32,CKay,217948519
33,Lil Baby,216004738
34,Adele,214897563
35,Coldplay,205750270
36,Aventura,203427579
37,Tiësto,201504363
38,Camila Cabello,193728370
39,Future,189971081
40,Joel Corry,187162214
41,Daniel Caesar,183705432
42,Megan Thee Stallion,181716945
43,LISA,181261460
44,Lewis Capaldi,181203724
45,The Neighbourhood,180048368
46,Mora,173716316
47,Maluma,169714772
48,Young Thug,169506370
49,Elton John,167396544
50,Skrillex,166124185
51,Anderson .Paak,165384914
52,Silk Sonic,165384914
53,Polo G,165195734
54,Harry Styles,159285120
55,PNAU,159129877
56,Nio Garcia,147051369
57,Maroon 5,146453955
58,OneRepublic,145424989
59,Tiago PZK,144825858
60,Shawn Mendes,143634914
61,Sleepy Hallow,138371992
62,David Guetta,136233133
63,Avicii,135461562
64,21 Savage,128338327
65,Anuel AA,126146849
66,Marshmello,124358008
67,João Gomes,123985656
68,Shouse,122731466
69,LIT killah,120598779
70,Oliver Tree,118793715
71,Project Pat,117757258
72,Riton,116072410
73,Nightcrawlers,116072410
74,Mufasa & Hypeman,116072410
75,Dopamine,116072410
76,TINI,115494306
77,Tainy,115467431
78,Ingratax,112445137
79,Nicky Jam,111803788
80,Eminem,111136115
81,Masked Wolf,110955096
82,24kGoldn,108752344
83,iann dior,108752344
84,Sebastian Yatra,107885418
85,Surf Curse,104060580
86,Marc Seguí,104047344
87,Pol Granch,104047344
88,Don Toliver,102140562
89,Jonas Brothers,101163834
90,Wisin,99441493
91,Los Legendarios,99441493
92,Justin Quiles,97476743
93,Ty Dolla $ign,96389908
94,WILLOW,95461474
95,Gunna,95311110
96,Baby Keem,93467464
97,Kendrick Lamar,93467464
98,Chimbala,91605690
99,Zion & Lennox,91605690
100,Queen,90917263
101,Cardi B,90385117
102,Steve Lacy,89189312
103,Imagine Dragons,88732117
104,Dhruv,86910087
105,Jax Jones,86888030
106,Charli XCX,86888030
107,Saweetie,86888030
