ID,Artist,Streams
1,Ed Sheeran,1488568637
2,Drake,1297730609
3,Kendrick Lamar,1096501618
4,The Chainsmokers,828697618
5,Justin Bieber,827782743
6,Daddy Yankee,775017445
7,Luis Fonsi,626589995
8,Future,597093122
9,Quavo,553162184
10,Alessia Cara,461419845
11,Migos,447864142
12,Nicki Minaj,404013759
13,Selena Gomez,395021046
14,Kygo,376871722
15,Clean Bandit,372387669
16,Bruno Mars,365593353
17,Calvin Harris,353220525
18,J Balvin,344016631
19,Zedd,331023133
20,Zion & Lennox,322533565
21,Ty Dolla $ign,320635111
22,Maluma,317831368
23,Lil Wayne,305136956
24,Rihanna,300509247
25,Coldplay,297351658
26,The Weeknd,291809238
27,Zara Larsson,284175841
28,Imagine Dragons,281629536
29,Chance the Rapper,273545318
30,Martin Garrix,272533463
31,Lil Uzi Vert,268539820
32,Ozuna,255925335
33,Cheat Codes,251736987
34,Wisin,247184025
35,Shawn Mendes,243721143
36,ZAYN,240445727
37,Daft Punk,237612523
38,Khalid,234128146
39,Halsey,233258708
40,Dua Lipa,232538945
41,Travis Scott,232144320
42,DJ Khaled,231657829
43,Harry Styles,218069823
44,Jason Derulo,211916519
45,Major Lazer,209120110
46,Lil Yachty,202346148
47,Maroon 5,201794575
48,Anne-Marie,199959540
49,Frank Ocean,196941773
50,Ariana Grande,193236033
51,PARTYNEXTDOOR,191770425
52,Julia Michaels,189759118
53,Katy Perry,189327813
54,Shakira,186131608
55,Camila Cabello,171426784
56,Sean Paul,169930535
57,Charlie Puth,169047591
58,RAYE,163448761
59,Logic,163149180
60,Post Malone,161124839
61,Taylor Swift,154512430
62,MØ,154440668
63,KYLE,152103356
64,Hailee Steinfeld,151866831
65,Twenty One Pilots,143849304
66,Kodak Black,141087565
67,Enrique Iglesias,139715967
68,Descemer Bueno,139715967
69,Jax Jones,138881177
70,Danny Ocean,132865081
71,Nicky Jam,131855895
72,Pitbull,131240803
73,Bebe Rexha,131126073
74,Starley,126078350
75,Ryan Riback,126078350
76,JP Cooper,125518327
77,French Montana,120548864
78,Swae Lee,120548864
79,Martin Jensen,119957557
80,James Arthur,119102366
81,DJ Snake,118265570
82,Skip Marley,118265549
83,Jonas Blue,114347386
84,Rae Sremmurd,113696784
85,CNCO,111822355
86,Big Sean,110342959
87,Lorde,108303171
88,Lady Gaga,104478657
89,Demi Lovato,102961616
90,mgk,102004741
