ID,Artist,Streams
1,Post Malone,950378039
2,Khalid,810521569
3,21 Savage,633084971
4,Ed Sheeran,632098316
5,J Balvin,612886623
6,Justin Bieber,604456331
7,Ozuna,594888649
8,Sam Smith,468941118
9,XXXTENTACION,465460950
10,Quavo,444848019
11,Camila Cabello,431947559
12,Taylor Swift,430261141
13,Bad Bunny,410869732
14,Daddy Yankee,405784939
15,Lil Uzi Vert,382672420
16,Young Thug,366386538
17,SZA,363407280
18,Dua Lipa,356150842
19,Willy William,334362157
20,Marshmello,328301081
21,Travis Scott,308065099
22,Alessia Cara,302539777
23,Demi Lovato,302306297
24,ZAYN,297977464
25,Imagine Dragons,295147108
26,Selena Gomez,290912338
27,Kendrick Lamar,289079900
28,Charlie Puth,287494182
29,Gucci Mane,286077737
30,Migos,280064514
31,Maroon 5,278478975
32,Avicii,268515030
33,Rita Ora,252342005
34,Nicki Minaj,244396204
35,Yandel,243569787
36,Logic,240399985
37,The Chainsmokers,238619567
38,Sia,238083047
39,Macklemore,237352662
40,Cardi B,237007957
41,Luis Fonsi,233801485
42,Kygo,230944188
43,DJ Khaled,228106031
44,French Montana,221712159
45,Wisin,220988686
46,Swae Lee,215275198
47,Bebe Rexha,203636933
48,Lauv,202226871
49,Katy Perry,197401907
50,Calvin Harris,194287551
51,Kodak Black,191339115
52,Hailee Steinfeld,188932931
53,BloodPop®,184599527
54,Niall Horan,183486888
55,Rihanna,183021511
56,Florida Georgia Line,182493346
57,Big Sean,180462107
58,Maluma,176406824
59,Nicky Jam,173430716
60,Shawn Mendes,173405327
61,Pharrell Williams,171649345
62,Liam Payne,170386152
63,Skylar Grey,167466372
64,Funk Wav,159880874
65,Cheat Codes,159802076
66,Jason Derulo,159767499
67,Drake,156894644
68,Sebastian Yatra,156675087
69,Clean Bandit,152839738
70,Farruko,151430646
71,Digital Farm Animals,150405767
72,CNCO,148682174
73,Halsey,147758556
74,P!nk,146210871
75,Lil Pump,143758731
76,Portugal. The Man,139817147
77,Axwell /\ Ingrosso,139385984
78,Coldplay,139087241
79,Danny Ocean,137453118
80,Future,136128902
81,David Guetta,133966412
82,Sandro Cavazza,130223364
83,The Weeknd,130128441
84,Martin Garrix,129775268
85,Bryson Tiller,129169100
86,Ty Dolla $ign,128768313
87,Beyoncé,127420055
88,Louis Tomlinson,125713830
89,Alesso,122876053
90,Kesha,116813021
91,Jonas Blue,115707454
92,William Singe,115707454
93,NF,113435970
94,Becky G,112626532
95,Mambo Kingz,112130915
96,DJ Luian,112130915
97,WATT,111190549
98,Eminem,110810356
99,Justin Jesso,109619722
100,Zedd,108677734
101,Julia Michaels,106686889
102,Daft Punk,104814261
103,Bruno Mars,101585599
104,Chris Brown,100927291
105,Jowell & Randy,100742839
106,Zion & Lennox,100067912
107,Chance the Rapper,98936931
108,Lil Wayne,98936931
109,Manuel Turizo,98632751
110,Shakira,98101266
111,Oh Wonder,95880388
112,DJ Snake,92560743
113,Metro Boomin,92057026
114,NATTI NATASHA,91642894
115,Offset,91065356
116,Nacho,89533802
117,Little Mix,85454334
118,Trippie Redd,83430522
119,Carlos Vives,80523186
120,Alex Sensation,78572664
121,Chris Jedi,77999031
122,Yo Gotti,75907807
123,OneRepublic,74580564
124,James Arthur,74163277
125,Troye Sivan,72848317
126,Zara Larsson,71787741
127,A Boogie Wit da Hoodie,71666947
128,Arcángel,71017601
129,Lorde,69850259
130,Major Lazer,69739265
131,Playboi Carti,67465086
132,Maggie Lindemann,67171530
133,CADE,67171530
134,Seeb,65678635
135,A$AP Ferg,65252258
136,A$AP Rocky,64165920
137,Childish Gambino,63033222
138,Joey Montana,58671932
139,Daya,57614242
140,Piso 21,57605648
141,Rvssian,55989687
142,Romeo Santos,55914711
