ID,Artist,Streams
1,Bad Bunny,1216815768
2,Billie Eilish,1083482572
3,J Balvin,1073140508
4,Justin Bieber,886644080
5,Post Malone,834844796
6,Roddy Ricch,724590949
7,Juice WRLD,650370616
8,Anuel AA,633230429
9,Tones And I,626215748
10,The Weeknd,623630925
11,Travis Scott,562219221
12,DaBaby,556503440
13,Camila Cabello,549881267
14,Sech,514673030
15,KAROL G,505387250
16,Harry Styles,501847132
17,Ed Sheeran,481561747
18,Lewis Capaldi,480974844
19,Daddy Yankee,480230049
20,Ozuna,479004890
21,Dua Lipa,466019580
22,Eminem,451219680
23,Khalid,447048562
24,Drake,436639575
25,Selena Gomez,416579792
26,Arizona Zervas,383310906
27,Nicki Minaj,382083297
28,Halsey,378295767
29,Dalex,374163862
30,Lenny Tavárez,369311967
31,Lil Uzi Vert,343335375
32,Maroon 5,337906293
33,Trevor Daniel,330355832
34,Lil Baby,322132719
35,Dímelo Flow,302318208
36,Ariana Grande,297880707
37,BTS,287091013
38,Young Thug,277619458
39,Shawn Mendes,271420218
40,Future,268476990
41,Farruko,259435876
42,Sam Smith,242249474
43,Nicky Jam,232131404
44,Justin Quiles,229575188
45,Arcángel,225262588
46,Jonas Brothers,222869588
47,Black Eyed Peas,221826433
48,Mustard,218906801
49,MEDUZA,218833755
50,Goodboys,218833755
51,blackbear,197195991
52,Tainy,194444013
53,Cardi B,190851561
54,Tyga,190664543
55,Doja Cat,186583457
56,XXXTENTACION,184117836
57,Mac Miller,181743596
58,YNW Melly,177286367
59,Quavo,168658792
60,Ali Gatie,168539090
61,Don Toliver,168510471
62,ROSALÍA,163197292
63,Regard,160098082
64,Rauw Alejandro,159636418
65,Lauv,159181931
66,Lizzo,145687740
67,Ava Max,145552854
68,Lunay,145199032
69,SAINt JHN,144861368
70,Imanbek,144861368
71,Becky Hill,143837002
72,Swae Lee,141474517
73,Lady Gaga,141008215
74,Chencho Corleone,139736779
75,Juhn,139736779
76,Ed Sheeran & Justin Bieber,138338042
77,Jhayco,137563356
78,Lil Nas X,133360416
79,JACKBOYS,133208648
80,Kina,125693821
81,Gunna,122522664
82,YoungBoy Never Broke Again,120615713
83,Rich Music LTD,120241015
84,Feid,120241015
85,Dan + Shay,117677164
86,NATTI NATASHA,109334173
87,Zion,106176085
88,Kygo,105068712
89,Y2K,104020529
90,bbno$,104020529
91,Queen,103231374
92,BROCKHAMPTON,103042839
93,JP Saxe,101590304
94,Julia Michaels,101590304
95,Bradley Cooper,100416634
96,Imagine Dragons,99572693
97,Billy Ray Cyrus,96833931
98,Surfaces,93121548
99,The Chainsmokers,92971618
100,Lil Mosey,92049620
101,Michael Bublé,91501738
102,Lil Tecca,89533117
103,Marshmello,87555012
104,Bastille,87555012
105,Myke Towers,86934178
106,Taylor Swift,85843569
107,Shakira,84186484
108,SHAED,82683451
109,ZAYN,82683451
110,Stormzy,82513102
111,Burna Boy,82513102
112,21 Savage,80742095
113,Disclosure,80718825
114,Anitta,78483530
115,Noah Cyrus,78342580
116,Normani,76370268
117,Rick Ross,75876092
118,Moneybagg Yo,75395216
119,Alan Walker,75273074
120,Pedro Capó,75212325
121,5 Seconds of Summer,72456108
122,Wisin,70175645
123,Ellie Goulding,66506250
124,Snøw,65412331
125,Reik,64791215
126,Lalo Ebratt,64791215
127,James Arthur,64685918
128,Mariah Carey,62168907
129,benny blanco,62051692
130,Henrique & Juliano,61944693
131,Whitney Houston,61179945
132,DJ Snake,61171050
133,J. Cole,61168009
134,Adriana Proenza,60281490
135,Ant Saunders,60215441
136,Camilo,59795020
137,Conan Gray,58996464
138,Clever,57331578
139,Chris Brown,56780597
140,Ñengo Flow,55861994
141,LANY,54826086
142,Powfu,54741885
143,beabadoobee,54741885
144,Panic! At The Disco,52956051
145,Red Velvet,52700432
146,Jack Harlow,51493703
147,Joji,50896671
148,Major Lazer,48515959
149,El Alfa,48515959
150,John Legend,46540288
151,A Boogie Wit da Hoodie,46376378
152,Bazzi,46119433
153,ILLENIUM,45918565
154,Lennon Stella,45918565
155,Dean Lewis,45514046
156,El Guincho,45231967
157,Christian Nodal,45037531
158,Niall Horan,44445330
159,TOKYO’S REVENGE,44421300
160,Snow,44298800
161,Darell,41916608
162,Olivia Rodrigo,41755665
163,Disney,41755665
164,Dominic Fike,41530574
165,JS o Mão de Ouro,41204823
166,9lokknine,38320748
167,Sia,38236604
168,Tame Impala,37926747
169,"Royce Da 5'9""",37914929
170,Wham!,37725693
171,Jowell & Randy,37054032
172,Ashe,36931085
173,Piso 21,36311764
174,Tory Lanez,35616238
175,Bing Crosby,34854958
176,24kGoldn,34550951
177,Frank Sinatra,34097368
178,WanMor,33446306
179,Riton,32030365
180,Oliver Heldens,32030365
181,Vula,32030365
182,Avicii,31553904
183,Anne-Marie,30708194
184,G-Eazy,30230824
185,Alec Benjamin,30109771
186,London On Da Track,29799004
187,Dean Martin,28334264
188,Loredana,27335908
189,Sandro Cavazza,26522830
190,Polo G,25435067
191,Stunna 4 Vegas,25435067
192,NLE Choppa,25435067
193,Mike WiLL Made-It,25435067
194,Coldplay,25167618
195,Idina Menzel,25127156
196,AURORA,25127156
197,Bobby Helms,24951120
198,Kehlani,24812684
199,Pop Smoke,24720224
200,Brenda Lee,24401078
201,Andy Williams,23412959
202,Nat King Cole,23379359
203,Yaviah,22493411
204,White Gold,22104455
205,Ozzy Osbourne,21464510
206,John Lennon,21367029
207,Yoko Ono,21367029
208,Young M.A,21167554
209,Samra,21136761
210,Juju,21111742
211,Miksu / Macloud,21111742
212,Thiaguinho MT,21098129
213,Mila,21098129
214,Joker Bra,20568641
215,VIZE,20568641
216,José Feliciano,20300178
217,Band Aid,20283495
218,The Jackson 5,20150240
219,PEDRO SAMPAIO,20106694
220,Felipe Original,20106694
221,Maluma,20029219
222,B. Swanson Quartet,19911738
223,Residente,19599184
224,Trippie Redd,19533282
225,Demi Lovato,19477129
226,Meek Mill,18992901
227,Matthew Wilder,18233325
228,Chris Rea,18087297
229,Duki,18075696
230,Pablo Chill-E,18075696
231,Kelly Clarkson,17499772
232,Paul McCartney,17481418
233,Skylar Grey,17410941
234,Sheck Wes,17383097
235,Mora,17284753
236,Offset,16715617
237,Meghan Trainor,16248162
238,Apache 207,15710389
239,Mabel,15350744
240,SZA,15336316
241,Justin Timberlake,15336316
242,Shakin' Stevens,14691427
243,Sam Feldt,14319073
244,RANI,14319073
245,Kendo Kaponi,14237075
246,Lil Wayne,13837710
247,Big Sean,13837710
248,Burl Ives,13793327
249,The Ronettes,13775457
250,Darlene Love,12881481
251,Daryl Hall & John Oates,12812932
252,The Pogues,12259858
253,Kirsty MacColl,12259858
254,BENEE,12085039
255,Gus Dapperton,12085039
256,Perry Como,12073931
257,The Fontane Sisters,12073931
258,Mitchell Ayres & His Orchestra,12073931
259,Elvis Presley,11774400
260,Elton John,11289162
261,French Montana,10988727
262,Rvssian,10988727
263,Ufo361,10949237
264,Katy Perry,10938354
265,Britney Spears,10688367
266,Daft Punk,10378066
267,Tyler,10361269
268,The Creator,10361269
269,Troye Sivan,10359755
270,Heuss L'enfoiré,10355611
271,Chuck Berry,10208704
272,Megan Thee Stallion,10196695
273,Bruce Springsteen,10020698
274,Calvin Harris,9916755
275,Gusttavo Lima,9734547
276,Migos,9652399
277,Kylie Minogue,9558863
278,Anderson .Paak,9328951
279,Liz Gillies,9273136
280,Leona Lewis,8960837
281,Tony Bennett,8728038
282,Black Thought,8695060
283,Q-Tip,8695060
284,Denaun,8695060
285,Gwen Stefani,8232193
286,Blake Shelton,8232193
287,*NSYNC,7972211
288,Eartha Kitt,7750451
289,Henri René and His Orchestra,7750451
290,Stevie Wonder,7721272
291,Shania Twain,7534857
292,Lil Dicky,7493188
293,Mykola Dmytrovych Leontovych,7362398
294,John Williams,7362398
295,Brett Eldredge,7300443
296,Pentatonix,7258363
297,KXNG Crooked,7115414
298,Joell Ortiz,7115414
299,The Puppini Sisters,6854610
300,Ninho,6813388
301,Donny Hathaway,6768688
302,Jhené Aiko,6698476
303,H.E.R.,6698476
304,Ella Fitzgerald,6639061
305,6LACK,6483001
306,Liam Payne,6368370
307,Luciano,6341141
308,Syd,6224412
309,Rymez,6224166
310,Train,6207695
311,Céline Dion,6199243
312,The Beach Boys,6186790
313,Gzuz,6113037
314,Alessia Cara,5905949
315,Boney M.,5781047
316,Gambi,5678754
317,Maes,5656775
318,Booba,5656775
319,G Herbo,5347070
320,Chance the Rapper,5347070
321,ELIF,5297101
322,Kid Cudi,5291134
323,Capital Bra,5192813
324,Martin Garrix,5186141
325,Clinton Kane,5186141
326,Lexa,5149797
327,Luísa Sonza,5149797
328,Rebecca,5149797
329,Murda,5037967
330,Ezhel,5037967
331,KSI,5029979
332,K CAMP,4994448
333,Wyclef Jean,4918636
334,Brendon Urie,4884909
335,Macklemore & Ryan Lewis,4780310
336,Macklemore,4780310
337,Ryan Lewis,4780310
338,Ray Dalton,4780310
339,Gradur,4676857
340,Jorge & Mateus,4623030
341,Dadá Boladão,4607385
342,Tati Zaqui,4607385
343,OIK,4607385
