ID,Artist,Streams
1,Post Malone,1368413182
2,J Balvin,1166296246
3,Ozuna,764365171
4,Travis Scott,714822548
5,Camila Cabello,688905024
6,Billie Eilish,666269853
7,Bad Bunny,658663885
8,Anuel AA,601129311
9,Khalid,567455158
10,Ed Sheeran,549445756
11,Tones And I,510952200
12,Ariana Grande,491888493
13,Daddy Yankee,472233007
14,Juice WRLD,464512601
15,DaBaby,458937633
16,Sech,458075152
17,Shawn Mendes,426269999
18,Lewis Capaldi,408880932
19,Justin Bieber,397682166
20,Young Thug,394441778
21,Maroon 5,392292790
22,Harry Styles,370989917
23,Farruko,368872281
24,Selena Gomez,363477289
25,Halsey,341919828
26,Drake,331780698
27,Sam Smith,320145554
28,Lil Nas X,315013926
29,Lauv,310589285
30,Dalex,293036459
31,Lenny Tavárez,293036459
32,KAROL G,292522857
33,Cardi B,278054613
34,Tainy,274200089
35,Nicky Jam,271788106
36,Lil Tecca,260438121
37,Kanye West,259820195
38,Zion,255281870
39,Lizzo,245882811
40,blackbear,230526961
41,The Chainsmokers,217095599
42,Gunna,214114852
43,Taylor Swift,211207529
44,Justin Quiles,209794494
45,Arizona Zervas,204117283
46,Jonas Brothers,204087614
47,XXXTENTACION,202481228
48,Lunay,201392763
49,YoungBoy Never Broke Again,189897169
50,ROSALÍA,187874376
51,MEDUZA,186711713
52,Goodboys,186711713
53,Queen,184885969
54,Regard,183222190
55,Dan + Shay,180996378
56,Black Eyed Peas,180893565
57,Y2K,179090426
58,bbno$,179090426
59,Dua Lipa,177136534
60,Tyga,176521680
61,Pedro Capó,169081026
62,Ed Sheeran & Justin Bieber,166621791
63,Swae Lee,161855303
64,Lil Baby,154803047
65,Apache 207,154139987
66,Rauw Alejandro,153469030
67,DJ Snake,152089754
68,Marshmello,151711869
69,Normani,151082838
70,Maluma,148441967
71,The Weeknd,144913720
72,J. Cole,142786573
73,YNW Melly,140859950
74,Jhayco,131180132
75,Darell,130926911
76,Feid,129116568
77,NATTI NATASHA,127464035
78,5 Seconds of Summer,127073232
79,Anne-Marie,126935829
80,Imagine Dragons,124704619
81,Nicki Minaj,124633059
82,SHAED,124005001
83,ZAYN,124005001
84,Billy Ray Cyrus,123115815
85,Mariah Carey,122935547
86,Ali Gatie,121165663
87,Ozzy Osbourne,120959289
88,Major Lazer,116426652
89,Diplo,115877382
90,9lokknine,109111036
91,Kygo,108933141
92,Lady Gaga,107089777
93,Bradley Cooper,107089777
94,Camilo,107005664
95,Rick Ross,106377453
96,Miley Cyrus,105594341
97,Panic! At The Disco,104480274
98,Chris Brown,103874038
99,ILLENIUM,99207827
100,Lennon Stella,99207827
101,21 Savage,96157635
102,Rich Music LTD,96060219
103,Wisin,96060219
104,Whitney Houston,95695842
105,Roddy Ricch,95107679
106,Dean Lewis,95012432
107,Michael Bublé,93212772
108,Trevor Daniel,92892045
109,Bastille,90382179
110,Lil Tjay,88357298
111,Becky Hill,88067076
112,Reik,88007223
113,Lalo Ebratt,88007223
114,Coldplay,87510070
115,Kina,86710233
116,Lil Mosey,84363649
117,Lana Del Rey,84109129
118,NLE Choppa,83501275
119,Dímelo Flow,79784537
120,Wham!,79122115
121,El Guincho,78301430
122,Niall Horan,77312885
123,Katy Perry,75353025
124,BTS,75316173
125,El Alfa,74197815
126,Ava Max,73222138
127,Myke Towers,73147758
128,Disclosure,72793980
129,Bazzi,72473897
130,benny blanco,72448137
131,Social House,71824551
132,Meek Mill,71153407
133,A Boogie Wit da Hoodie,69811944
134,James Arthur,69510087
135,Snow,69182348
136,Ellie Goulding,68793782
137,Mustard,67230364
138,Sam Feldt,65694916
139,RANI,65694916
140,Burna Boy,64758617
141,Alec Benjamin,63938894
142,Zedd,63821520
143,Kehlani,63821520
144,Snøw,62492360
145,Dominic Fike,62047599
146,24kGoldn,61530771
147,Trippie Redd,60259934
148,Capital Bra,53076962
149,Samra,51510245
150,Doja Cat,51394936
151,Ant Saunders,51327485
152,Kane Brown,48927679
153,John Legend,47662859
154,Joji,47108024
155,LANY,45372091
156,Bebe Rexha,44756268
157,Quality Control,44249096
158,Jeremy Zucker,44222287
159,Brenda Lee,43578741
160,Bobby Helms,42958170
161,Death Stranding: Timefall,42228837
162,Manuel Turizo,41958444
163,Arcángel,40840538
164,Dermot Kennedy,40775091
165,OneRepublic,40523120
166,Andy Williams,40455794
167,French Montana,40253485
168,Rvssian,40253485
169,LEA,39720423
170,Anitta,37825982
171,Stormzy,37371090
172,thasup,35722291
173,Brendon Urie,35522243
174,Idina Menzel,35422842
175,Polo G,35247748
176,Martin Garrix,35203603
177,Chencho Corleone,34677156
178,Juhn,34677156
179,Ant Clemons,34254471
180,Rafa Pabön,33056349
181,6ix9ine,32464912
182,JP Saxe,32397653
183,Julia Michaels,32397653
184,Duki,32343198
185,Noriel,32307220
186,Almighty,32307220
187,Oasis,31235241
188,Future,30857523
189,Noah Cyrus,30707745
190,Mabel,30507993
191,AURORA,30090610
192,Band Aid,29642126
193,Troye Sivan,28736723
194,Morgan Wallen,28508198
195,Frank Sinatra,28166706
196,B. Swanson Quartet,28166706
197,Dadá Boladão,28093937
198,Tati Zaqui,28093937
199,OIK,28093937
200,John Lennon,27987702
201,Yoko Ono,27987702
202,Dimitri Vegas & Like Mike,27635665
203,David Guetta,27635665
204,Afro Bros,27635665
205,Dimitri Vegas,27635665
206,Like Mike,27635665
