ID,Artist,Streams
1,Peso Pluma,1964194834
2,The Weeknd,1840324482
3,Bad Bunny,1391099829
4,Taylor Swift,1361349171
5,Feid,1262048533
6,KAROL G,824455470
7,Grupo Frontera,743496792
8,Shakira,692830608
9,Miley Cyrus,675116263
10,Natanael Cano,617814034
11,SZA,598741519
12,Metro Boomin,585832518
13,Eminem,541259140
14,21 Savage,499374597
15,Arctic Monkeys,487181143
16,Bizarrap,476908241
17,Eslabon Armado,470196681
18,Harry Styles,469875407
19,Junior H,467327368
20,Ed Sheeran,457508763
21,Jimin,415883355
22,Yng Lvcas,413169544
23,Drake,406364586
24,Fuerza Regida,401126836
25,Imagine Dragons,392953738
26,Quevedo,382891914
27,Ice Spice,378313105
28,Ariana Grande,359949123
29,Manuel Turizo,354883309
30,ROSALÍA,354697664
31,FIFTY FIFTY,354442659
32,d4vd,340174291
33,Coldplay,308081134
34,David Guetta,301409517
35,PinkPantheress,300837513
36,Stephen Sanchez,300438409
37,NewJeans,296179056
38,Rauw Alejandro,296074419
39,OneRepublic,285182410
40,Morgan Wallen,280445392
41,Rema,280256996
42,Kali Uchis,279557895
43,Justin Bieber,266948416
44,Yandel,265663548
45,Selena Gomez,265155425
46,Chris Brown,261982473
47,Lana Del Rey,255802169
48,Gabito Ballesteros,253256642
49,Coi Leray,241867578
50,Calvin Harris,240187032
51,Future,238471173
52,JVKE,232750798
53,Lil Uzi Vert,225018388
54,Bebe Rexha,219098257
55,Adele,218606241
56,Young Miko,216729355
57,Post Malone,214169093
58,Sam Smith,211125776
59,Kim Petras,211125776
60,Ozuna,207612934
61,Arcángel,206924047
62,Chino Pacas,200123075
63,Eladio Carrion,199021770
64,David Kushner,197086977
65,J. Cole,196936497
66,Em Beihold,196110619
67,Daft Punk,193163431
68,Tom Odell,188077726
69,Tyler,187252414
70,The Creator,187252414
71,Steve Lacy,174002646
72,RAYE,171864754
73,070 Shake,171864754
74,Libianca,162289510
75,Chencho Corleone,161067503
76,JISOO,160480943
77,Taiu,155005090
78,Milo j,155005090
79,Ana Castela,154575620
80,The Neighbourhood,147621280
81,Oscar Maydon,144802572
82,Miguel,144732908
83,The Kid LAROI,143979712
84,Lizzy McAlpine,141714344
85,Glass Animals,140416713
86,Carin Leon,139144868
87,Lewis Capaldi,138291837
88,Marshmello,137742918
89,Ellie Goulding,136047686
90,Dua Lipa,134728607
91,TINI,134002185
92,LiL CaKe,131761734
93,Migrantes,131761734
94,Nico Valdi,131761734
95,Beyoncé,130866573
96,Romeo Santos,129947939
97,Bomba Estéreo,129836725
98,Cartel De Santa,128602830
99,La Kelly,128602830
100,Billie Eilish,128393698
101,Ruth B.,127687425
102,Travis Scott,127076134
103,Young Thug,127076134
104,Kendrick Lamar,124555418
105,AgroPlay,124169425
106,New West,122266247
107,Khalid,120612187
108,Rosa Linn,119301809
109,Bruno Mars,118844347
110,Elton John,117856763
111,PNAU,117856763
112,Sabrina Carpenter,115983148
113,Agust D,110189572
114,Vance Joy,109452176
115,NLE Choppa,108265471
116,One Direction,108111159
117,BTS,104995398
118,Rihanna,104139346
119,Macklemore & Ryan Lewis,103697880
120,Macklemore,103697880
121,Ryan Lewis,103697880
122,Ray Dalton,103697880
123,Jay Rock,103578331
124,Joji,103255130
125,Sia,102252237
126,Cigarettes After Sex,101946717
127,Keane,101279253
128,Gesaffelstein,101038385
129,INTERWORLD,100458895
130,Tory Lanez,98187381
131,Meghan Trainor,97213773
132,sped up nightcore,96057146
133,ARIZONATEARS,96057146
134,Hotel Ugly,95951393
135,TV Girl,95330042
136,Becky G,95328714
137,Raim Laode,93879553
138,Hozier,91504092
139,BLACKPINK,88186527
140,Swae Lee,86741180
141,Dina Rae,85986021
142,Anne-Marie,82311260
143,Yahritza Y Su Esencia,81768411
144,Ñengo Flow,78856973
145,Tiësto,78854772
146,Tate McRae,78854772
147,Big One,76482799
148,FMK,76482799
149,Ke Personajes,76482799
150,Tears For Fears,74640359
151,Labrinth,74519294
152,Anuel AA,71520083
153,Mambo Kingz,71520083
154,DJ Luian,71520083
155,Israel & Rodolffo,70929172
156,Luke Combs,68664912
157,Don Toliver,68376414
158,Blessd,67590386
159,YOASOBI,67192401
160,Wizkid,64452921
161,Kyla,64452921
162,Marília Mendonça,61943411
163,James Arthur,61742495
164,Myke Towers,60697546
165,Lil Durk,60175300
166,IVE,59189068
167,Sean Paul,58977130
168,Charlie Puth,58014980
169,Jung Kook,58014980
170,El Chachito,57690693
171,Loreen,56395591
172,Mora,55835488
173,Nicki Minaj,55472216
174,Linkin Park,55253380
175,Kenia OS,51164810
176,Anggi Marito,50988197
177,Gorillaz,50635832
178,IU,48986420
179,Mahalini,48387414
180,Cris Mj,48370308
181,Mae Stephens,47809063
182,The Walters,46303245
183,Nicky Youre,45572607
184,dazy,45572607
185,Coolio,45139418
186,L.V.,45139418
187,Ovy On The Drums,44313185
188,a-ha,44302481
189,Käärijä,41719227
190,Kodak Black,41620753
191,Muni Long,41620753
192,Fast & Furious: The Fast Saga,41620753
193,Duki,40816251
194,Nicki Nicole,40816251
195,Standly,40816251
196,Stars Music Chile,40816251
197,Mari Fernandez,40522977
198,Lyanno,40079506
199,Brray,40079506
200,Kordhell,39397034
201,Zach Bryan,39200853
202,The Police,39190181
203,LE SSERAFIM,38401023
204,Nile Rodgers,38401023
205,Jack Black,37704133
206,Melanie Martinez,36491207
207,Matuê,36036913
208,Rich The Kid,36036913
209,Oliver Tree,35015844
210,Robin Schulz,35015844
211,Don Omar,34547699
212,Lucenzo,34547699
213,ThxSoMch,33291879
214,Simone Mendes,32229991
215,Frank Ocean,31622408
216,JID,30810068
217,Arcane,30810068
218,League of Legends,30810068
219,Kaliii,30569115
220,Doja Cat,30302936
221,Mac DeMarco,30102989
222,Lil Mabu,29604714
223,SEVENTEEN,27399410
224,Florence + The Machine,26972816
225,sped up 8282,26306117
226,Superstar Pride,25928109
227,Central Cee,25664776
228,Eden Muñoz,25535576
229,Radiohead,25070813
230,Grupo Marca Registrada,24535203
231,J Balvin,23556687
232,The Chainsmokers,23485334
233,Luis R Conriquez,23099927
234,Tony Aguirre,23099927
235,j-hope,23001174
236,Alessandra,21982557
237,MC Caverinha,19702550
238,KayBlack,19702550
239,Wall Hein,19702550
240,(G)I-DLE,19530830
241,Zé Felipe,18213618
242,Igow,18213618
243,Wesley Safadão,18213618
244,ENHYPEN,18175887
245,Sebastian Yatra,17312980
246,Beéle,17312980
247,Lola Indigo,17146944
248,Niall Horan,16937018
249,Nicky Jam,16710818
250,Kaifi Khalil,16556220
251,Jhayco,16103845
252,TAEYANG,15871540
253,LISA,15871540
254,Jasiel Nuñez,15702160
255,MC Xenon,15695198
256,Os Gemeos da Putaria,15695198
257,Sachin-Jigar,9554790
258,Arijit Singh,9554790
259,Amitabh Bhattacharya,9554790
260,NF,8569815
261,RAF Camora,8399563
262,Luciano,8399563
263,Kanii,8215531
264,PR1ISVX,8215531
265,Veigh,8092985
266,Bvga Beatz,8092985
267,Prod Malax,8092985
268,Supernova Ent,8092985
269,Rels B,7972485
270,Lady Gaga,7969817
271,,7920849
272,Brandi Carlile,7916474
273,Colde,7843513
274,RM,7843513
275,Avicii,7812134
276,King,7709971
277,XXXTENTACION,7684139
278,Fujii Kaze,7684130
279,KAI,7660347
280,Maroon 5,7633467
281,Wiz Khalifa,7633467
282,Conan Gray,7484485
283,Beach Weather,7465455
