ID,Artist,Streams
1,Bad Bunny,1466512755
2,The Weeknd,1079306835
3,J Balvin,812240774
4,Travis Scott,807251899
5,Roddy Ricch,794340055
6,Dua Lipa,783758421
7,Drake,771693364
8,Justin Bieber,653185666
9,Juice WRLD,634190945
10,Billie Eilish,575221267
11,Post Malone,574663123
12,Doja Cat,557114801
13,DaBaby,473252061
14,Lil Uzi Vert,420448806
15,Lewis Capaldi,397043801
16,SAINt JHN,377689303
17,Imanbek,377689303
18,Tones And I,375705771
19,Harry Styles,369965359
20,Lady Gaga,361579433
21,Powfu,329668091
22,beabadoobee,329668091
23,Rauw Alejandro,324097730
24,Ariana Grande,321145071
25,Khalid,311692114
26,Anuel AA,297461259
27,Sech,280444083
28,KAROL G,280295724
29,Lil Mosey,263609731
30,Halsey,262926311
31,Nicki Minaj,243825747
32,Quavo,239928653
33,Dímelo Flow,238009314
34,Daddy Yankee,237404258
35,Trevor Daniel,223539135
36,Ava Max,221814775
37,Megan Thee Stallion,220763589
38,BENEE,220559496
39,Gus Dapperton,220559496
40,Future,217208881
41,XXXTENTACION,215801494
42,Camila Cabello,215116109
43,Ed Sheeran,210053430
44,Surfaces,209300228
45,Ñengo Flow,203409496
46,Kygo,198789149
47,Jowell & Randy,197865316
48,Arizona Zervas,192308036
49,Sam Smith,185645719
50,THE SCOTTS,185337508
51,Kid Cudi,185337508
52,Young Thug,180473670
53,Maroon 5,177782082
54,Mustard,175204124
55,Dalex,164633060
56,Shawn Mendes,163710485
57,Jack Harlow,155340660
58,MEDUZA,154287955
59,Goodboys,154287955
60,Black Eyed Peas,150114281
61,Lenny Tavárez,145846914
62,Jonas Brothers,144249010
63,Eminem,142474553
64,Marshmello,139539209
65,Don Toliver,137901185
66,Surf Mesa,137857733
67,Emilee,137857733
68,Ozuna,134755770
69,Chencho Corleone,130004545
70,NLE Choppa,128275460
71,Arcángel,125836506
72,Camilo,122527054
73,Ali Gatie,122517348
74,JP Saxe,121386489
75,Julia Michaels,121386489
76,Myke Towers,119650549
77,DripReport,116404140
78,Kina,116215178
79,Regard,115827493
80,YNW Melly,115299646
81,Gunna,112822334
82,Selena Gomez,109071861
83,Swae Lee,108807042
84,Jhayco,108180368
85,Topic,104742341
86,A7S,104742341
87,Becky Hill,101996052
88,Farruko,100590723
89,Tyga,97444519
90,blackbear,96355960
91,6ix9ine,96249909
92,Ed Sheeran & Justin Bieber,94153080
93,PARTYNEXTDOOR,91876745
94,Nicky Jam,90603693
95,Justin Quiles,88223046
96,Rihanna,87460261
97,Dan + Shay,85521798
98,Demi Lovato,84004874
99,24kGoldn,83213461
100,21 Savage,83197631
101,Bradley Cooper,82883275
102,Beyoncé,82462514
103,NAV,82153507
104,Juhn,81071374
105,Disclosure,80720422
106,YoungBoy Never Broke Again,80576719
107,Gucci Mane,79555201
108,Imagine Dragons,75040728
109,Robin Schulz,74666714
110,Alida,74666714
111,Zara Larsson,73419963
112,Y2K,73217731
113,bbno$,73217731
114,5 Seconds of Summer,73026103
115,Queen,72407178
116,Feid,72327654
117,Bastille,70814180
118,JACKBOYS,70181123
119,Lil Tecca,69884301
120,Melanie Martinez,69799490
121,Ashe,68663601
122,Tory Lanez,68013237
123,Snøw,66181276
124,James Arthur,65156768
125,Lil Nas X,64263657
126,Billy Ray Cyrus,64263657
127,Noah Cyrus,61562386
128,Alex Rose,61548365
129,Rafa Pabön,61548365
130,PUBLIC,61286390
131,Twenty One Pilots,61095721
132,Tainy,61054279
133,StaySolidRocky,60703345
134,Lauv,59401090
135,Rick Ross,59299412
136,Whitney Houston,58419522
137,Tame Impala,58078289
138,Playboi Carti,58075005
139,The Chainsmokers,58025578
140,Polo G,57258863
141,John Legend,56451354
142,Madison Beer,56326910
143,J. Rey Soul,52531476
144,Dean Lewis,51883184
145,Normani,51350325
146,Alec Benjamin,50955648
147,Adriana Proenza,50033902
148,Pop Smoke,48349027
149,Lil Yachty,47752477
150,Giveon,47505497
151,Lunay,47187377
152,Chris Brown,42544470
153,Vicetone,42438485
154,Tony Igy,42438485
155,benny blanco,42405265
156,BROCKHAMPTON,41856301
157,Sam Fischer,40789961
158,G Herbo,40310315
159,Chance the Rapper,40310315
160,Coldplay,39796342
161,Shakira,39412085
162,NATTI NATASHA,38522478
163,Conan Gray,38054708
164,Gusttavo Lima,37488313
165,Joji,36204029
166,Panic! At The Disco,35890437
167,Romeo Santos,33674106
168,Alan Walker,33585674
169,OneRepublic,33474724
170,BLACKPINK,33102106
171,Don Omar,33029255
172,Stunna 4 Vegas,32545632
173,Mike WiLL Made-It,32545632
174,Ellie Goulding,32061654
175,Lil Baby,30556475
176,Clever,29407353
177,ITZY,28294074
178,Apache 207,27296384
179,Cardi B,26801389
180,Ufo361,25989592
181,IU,25022226
182,SUGA,25022226
183,Katy Perry,23854504
184,Dominic Fike,22722256
185,Bonez MC,22359134
186,Yandel,21196673
187,Zion & Lennox,21070900
188,BTS,20854252
189,Fivio Foreign,20071523
190,Evaluna Montaner,20027454
191,Loredana,19080535
192,G-Eazy,18977651
193,KEVVO,18786146
194,Bryant Myers,18786146
195,Lyanno,18786146
196,Capital Bra,18754932
197,Lizzo,18544409
198,Sleepy Hallow,18526973
199,Fousheé,18526973
200,Natalie Taylor,18389173
201,Nio Garcia,18286136
202,Brray,18286136
203,Juanka,18286136
204,ROSALÍA,18239577
205,ILLENIUM,18229236
206,Lennon Stella,18229236
207,Yaviah,17606121
208,Sasha Alex Sloan,16887953
209,Niall Horan,16631237
210,El Alfa,15895392
211,Trippie Redd,15696701
212,Sosa Geek,14702818
213,S1mba,14584300
214,DTG,14584300
215,Pashanim,14268074
216,Sub Urban,13099396
217,Banda MS de Sergio Lizárraga,12848688
218,Snoop Dogg,12848688
219,Zak Abel,10719057
220,Christian Nodal,10534519
221,Moneybagg Yo,10294000
222,Jhené Aiko,9901516
223,H.E.R.,9901516
224,Daft Punk,9611841
225,Alexander 23,9494734
226,Pedro Capó,9223291
227,Bazzi,9066015
228,Chief Keef,9039518
229,Agust D,8908179
230,Luísa Sonza,8895348
231,Rod Wave,8789749
232,Childish Gambino,8671437
233,Elton John,7734309
234,Enrique Iglesias,6139184
235,Duki,6105711
236,Pablo Chill-E,6105711
237,Shiva,5995116
238,Eiffel 65,5995116
239,Ninho,5895243
240,Zuna,5878493
241,SRNO,5878493
242,Kim Petras,5867930
243,Shirin David,5750861
244,Sky Rompiendo,5745393
245,TWICE,5668478
246,AK AUSSERKONTROLLE,5494500
247,Mora,5411302
248,Lil Tjay,5368705
249,Gabriela,5364262
250,Tego Calderón,5341165
251,Samra,5290730
252,SZA,5193927
253,Justin Timberlake,5193927
254,Mr Eazi,5044774
255,KSI,4914429
256,Tion Wayne,4914429
257,Swarmz,4914429
258,WanMor,4898167
259,jetsonmade,4861875
260,Sia,4861870
261,Rvssian,4822090
262,Henrique & Juliano,4730891
263,Migos,4729629
264,Dardan,4701388
265,Monet192,4701388
266,KC Rebell,4681054
267,Summer Cem,4681054
268,KALIM,4629320
269,Niack,4616202
270,Markim WF,4616202
271,Kehlani,4603243
272,Tierra Whack,4601709
273,A$AP Rocky,4601709
274,Tyler,4601709
275,The Creator,4601709
276,Little Mix,4593343
277,RAYE,4477314
278,jxdn,4435538
279,The 1975,4429092
