ID,Artist,Streams
1,XXXTENTACION,1263351979
2,Drake,1030567934
3,Post Malone,933588956
4,Ariana Grande,900185218
5,Ozuna,796665360
6,Cardi B,726688361
7,Anuel AA,691686305
8,Khalid,691619404
9,Swae Lee,640558752
10,Queen,636831372
11,Travis Scott,589224118
12,Bad Bunny,576382492
13,6ix9ine,534118554
14,Billie Eilish,515768871
15,Halsey,496786204
16,Juice WRLD,472982759
17,Dua Lipa,443934766
18,Selena Gomez,440889108
19,Imagine Dragons,424562516
20,Maluma,412698696
21,Offset,411003936
22,Kodak Black,382720137
23,Marshmello,364152261
24,DJ Snake,354024277
25,Lil Baby,348714242
26,Nicki Minaj,336981374
27,21 Savage,333948873
28,Lil Pump,323475052
29,J Balvin,313312265
30,Lady Gaga,298670931
31,Ed Sheeran,279240740
32,Sam Smith,278456963
33,Calvin Harris,274480620
34,Gunna,271164132
35,Diplo,264970835
36,Paulo Londra,259748743
37,Bastille,245459712
38,Becky G,237195503
39,benny blanco,236400505
40,Bradley Cooper,220967498
41,Anne-Marie,219033658
42,Ava Max,207752852
43,Manuel Turizo,200237724
44,The Chainsmokers,199602091
45,Maroon 5,186076696
46,Metro Boomin,185758166
47,Sheck Wes,184084097
48,Bebe Rexha,182917606
49,Camila Cabello,181466350
50,Mark Ronson,174146634
51,Michael Bublé,171152997
52,Kanye West,167874670
53,Tyga,164494619
54,Mariah Carey,163960727
55,Trippie Redd,162379796
56,Romeo Santos,161332447
57,Darell,156965362
58,Dynoro,150095760
59,Gigi D'Agostino,150095760
60,Mau y Ricky,149002896
61,Panic! At The Disco,146756858
62,Dean Lewis,145012813
63,Meek Mill,141951656
64,Lil Peep,138488826
65,Jessie Reyez,137820325
66,Daddy Yankee,131656087
67,Pedro Capó,128308578
68,Farruko,128308578
69,James Arthur,127161492
70,Kygo,126231744
71,BLACKPINK,125167720
72,Bazzi,124070519
73,Rita Ora,123690205
74,Ellie Goulding,120901952
75,Gucci Mane,118982983
76,Bruno Mars,118982983
77,Zara Larsson,118588175
78,Eminem,115794018
79,5 Seconds of Summer,114885382
80,A Boogie Wit da Hoodie,111779690
81,Zedd,111758839
82,Little Mix,110375037
83,Nicky Jam,107228476
84,David Guetta,105579429
85,KAROL G,105050188
86,Flipp Dinero,104312220
87,Wham!,103362271
88,Lauv,101702990
89,Jonas Blue,100722795
90,Murda Beatz,100494668
91,Luis Fonsi,98532585
92,Lukas Graham,98194852
93,Sandro Cavazza,97963485
94,Ty Dolla $ign,94551815
95,Nio Garcia,94174719
96,Casper Magico,94174719
97,Miley Cyrus,94128183
98,Quavo,92467611
99,Clean Bandit,89964816
100,French Montana,88024040
101,Future,86801513
102,Loud Luxury,86778118
103,Brando,86778118
104,Justin Bieber,86058077
105,Demi Lovato,84712487
106,Tory Lanez,84107235
107,Jack & Jack,83452366
108,Reik,82864753
109,Sia,80927529
110,NATTI NATASHA,80222741
111,Young Thug,80120867
112,Silk City,80018451
113,George Ezra,79503298
114,Kelsea Ballerini,79041542
115,Sebastian Yatra,77481433
