ID,Artist,Streams
1,Bad Bunny,1160316513
2,Ariana Grande,1010501143
3,Justin Bieber,894080995
4,Dua Lipa,681733858
5,Myke Towers,621831905
6,Pop Smoke,611261428
7,Juice WRLD,608065931
8,The Weeknd,586574939
9,DaBaby,552584112
10,Billie Eilish,536942381
11,BTS,527614317
12,J Balvin,475485661
13,Taylor Swift,449716589
14,KAROL G,442895554
15,Jhayco,434661127
16,Rauw Alejandro,431283335
17,Harry Styles,425190576
18,Shawn Mendes,413338995
19,Camilo,408098218
20,ROSALÍA,377750500
21,Maluma,370818825
22,Olivia Rodrigo,337853585
23,Drake,336822116
24,The Kid LAROI,328461145
25,24kGoldn,314312040
26,iann dior,308070117
27,Megan Thee Stallion,305921859
28,Miley Cyrus,283117349
29,Farruko,278640118
30,Travis Scott,270687099
31,Roddy Ricch,270090937
32,Lewis Capaldi,268052897
33,Jason Derulo,267290207
34,Ozuna,264992762
35,Anuel AA,238183214
36,Justin Quiles,234663557
37,Guaynaa,231454821
38,Internet Money,228807434
39,Gunna,228807434
40,Don Toliver,228807434
41,NAV,228807434
42,Post Malone,221451240
43,Ed Sheeran,219645137
44,Michael Bublé,215030001
45,Mariah Carey,209387626
46,XXXTENTACION,205024400
47,Doja Cat,198784237
48,CJ,197988143
49,benny blanco,188703851
50,The Neighbourhood,188036562
51,Cardi B,180225698
52,Jack Harlow,178082869
53,Sech,175974533
54,Tate McRae,171866220
55,BLACKPINK,166657865
56,Conan Gray,166350534
57,James Arthur,164493751
58,Wham!,164166850
59,Lady Gaga,161773563
60,Tones And I,161396585
61,Joel Corry,157358627
62,MNEK,157358627
63,Lil Nas X,155416341
64,Lil Baby,152709509
65,Manuel Turizo,146807670
66,Tiësto,145000409
67,Boza,139445743
68,The Academy: Segunda Misión,137939020
69,HVME,136228479
70,SAINt JHN,133986833
71,Imanbek,133986833
72,Jay Wheeler,133659602
73,Sia,130604690
74,MEDUZA,128756141
75,Sebastian Yatra,127954671
76,Daddy Yankee,127741426
77,Brenda Lee,125982744
78,Chance the Rapper,125767366
79,blackbear,125559282
80,Dermot Kennedy,124240088
81,Kid Cudi,121733605
82,Bobby Helms,121390012
83,Juhn,119652981
84,Marshmello,118989530
85,SZA,116379848
86,Topic,113952709
87,A7S,113952709
88,Lil Durk,112707737
89,Andy Williams,109683441
90,Tainy,109613621
91,Jawsh 685,109254628
92,Wisin,107245370
93,Los Legendarios,107245370
94,Ritt Momney,106007780
95,Chencho Corleone,104757294
96,Lele Pons,103500150
97,DJ Nelson,102217135
98,Powfu,100493724
99,beabadoobee,100493724
100,Nio Garcia,100394819
101,Kelly Clarkson,98724527
102,Khalid,97773943
103,Dean Martin,97486399
104,Swae Lee,97437945
105,Lenny Tavárez,96724537
106,Camila Cabello,96444411
107,El Alfa,92836371
108,Lil Mosey,92650318
109,Maroon 5,91150435
110,Frank Sinatra,89870538
111,Clairo,88139533
112,Fleetwood Mac,85802807
113,Nicki Minaj,84988063
114,Selena Gomez,84557635
115,Future,84492606
116,Arctic Monkeys,83598048
117,Young Thug,83208066
118,Trevor Daniel,82128167
119,Nicky Jam,81855837
120,José Feliciano,80509419
121,Bradley Cooper,80456564
122,Ofenbach,80159131
123,Quarterhead,80159131
124,Norma Jean Martine,80159131
125,Pink Sweat$,80020756
126,Eminem,79934237
127,A Boogie Wit da Hoodie,79825943
128,Lil Tjay,79027545
129,Imagine Dragons,77872473
130,The Ronettes,77763955
131,Ashnikko,76252388
132,Band Aid,76145845
133,DJ Khaled,75531579
134,B. Swanson Quartet,75463196
135,Black Eyed Peas,73515053
136,Shakira,73515053
137,Morgan Wallen,73356104
138,Jerry Di,73278960
139,mgk,72849769
140,Regard,71937541
141,Queen,71428820
142,JP Saxe,70096861
143,Julia Michaels,70096861
144,Paul McCartney,69523242
145,Bizarrap,69356963
146,NATHY PELUSO,69356963
147,Chris Rea,69126861
148,Brray,68952352
149,Juanka,68952352
150,Sam Smith,67506994
151,Tory Lanez,65040740
152,Lil Wayne,65040740
153,Halsey,64163250
154,Arizona Zervas,63821473
155,Coldplay,63765314
156,Quavo,63336971
157,Surf Mesa,62436684
158,Emilee,62436684
159,John Lennon,61349830
160,Yoko Ono,61349830
161,Nat King Cole,59066427
162,C. Tangana,57414530
163,Niño de Elche,57414530
164,La Húngara,57414530
165,Glass Animals,56607157
166,Os Barões Da Pisadinha,56165230
167,Fousheé,52734453
168,Migrantes,52625205
169,Alico,52625205
170,Bing Crosby,51430084
171,John Legend,49051131
172,Chris Brown,49046147
173,Lil Peep,47628917
174,Robin Schulz,45936944
175,KIDDO,45936944
176,Tarcísio do Acordeon,45588647
177,Shakin' Stevens,44832776
178,Burl Ives,43474319
179,Nuka,43423414
180,Big Sean,42869923
181,Saweetie,41974422
182,BØRNS,41558931
183,Ed Sheeran & Justin Bieber,41181152
184,The Pogues,40372879
185,Kirsty MacColl,40372879
186,Mother Mother,39925894
187,HAIM,39763555
188,The Jackson 5,38937537
189,Perry Como,36316390
190,The Fontane Sisters,36316390
191,Mitchell Ayres & His Orchestra,36316390
192,BANNERS,35936912
193,Ava Max,34527884
194,Dean Lewis,34256646
195,Meghan Trainor,34197495
196,Masked Wolf,32662129
197,Hozier,32541176
198,Milly,31442467
199,Amenazzy,31442467
200,Kylie Minogue,30885519
201,Nirvana,30269154
202,Elvis Presley,30105547
203,21 Savage,29326636
204,Chuck Berry,28871465
205,Darlene Love,28229386
206,Elton John,28105055
207,ZAYN,28010241
208,Angèle,27295401
209,50 Cent,26030807
210,Sabrina Carpenter,25283591
211,Skepta,24498722
212,Disney,24365553
213,KEVIN ROLDAN,24166835
214,Bryant Myers,24166835
215,Lyanno,24166835
216,Tame Impala,23931878
217,Wesley Safadão,23351798
218,Luísa Sonza,23105515
219,Pabllo Vittar,23105515
220,Anitta,23105515
221,Sfera Ebbasta,22965495
222,TWICE,22391293
223,Daryl Hall & John Oates,22104205
224,Bring Me The Horizon,22049483
225,Polo G,21885571
226,Brett Eldredge,20636729
227,KASIMIR1441,19487598
228,badmómzjay,19487598
229,WILDBWOYS,19487598
230,Vance Joy,17464578
231,salem ilese,17424959
232,Kawe,15646619
233,Mc Lele JP,15646619
234,Original Quality,15646619
235,Sara Kays,15287038
236,Britney Spears,14771923
237,Jonas Brothers,14697906
238,The National,14385703
239,Avicii,14366318
240,Daft Punk,14305006
241,347aidan,14275400
242,The Chainsmokers,14095617
243,Bon Iver,13810722
244,DJ Ivis,12607207
245,ATB,11955496
246,Adam Levine,11176103
247,Jowell & Randy,11171039
248,Ñengo Flow,11171039
249,ABRA,11066606
250,Studio Killers,10970185
251,Diego & Victor Hugo,10528326
252,Bruno & Marrone,10528326
253,Petter Ferraz,10471459
254,Menor Nico,10471459
255,Xand Avião,10001111
256,Gwen Stefani,8696354
257,Blake Shelton,8696354
258,Idina Menzel,8160534
259,Eartha Kitt,8022773
260,Henri René and His Orchestra,8022773
261,Mykola Dmytrovych Leontovych,7993078
262,John Williams,7993078
263,Liz Gillies,7800116
264,Stevie Wonder,7792643
265,Bruce Springsteen,7363913
266,Leona Lewis,7350024
267,The Beach Boys,7301381
268,Liam Payne,7299201
269,Dixie,7299201
270,Jennifer Hudson,7170169
271,Pentatonix,6985392
272,Playboi Carti,6912271
273,Donny Hathaway,6809438
274,Tony Bennett,6680928
275,Katy Perry,6652130
276,*NSYNC,6635128
277,Duncan Laurence,6520825
278,Eagles,6400108
279,Clean Bandit,6241923
280,Mabel,6241923
281,Christian Nodal,6152821
282,Ángela Aguilar,6152821
283,Lana Del Rey,5892021
284,Trio Vegabajeño,5842320
285,David Guetta,5579697
286,Marracash,5504912
287,Guè,5504912
288,Master KG,5362508
289,Nomcebo Zikode,5362508
290,Apache 207,5317174
291,Aya Nakamura,5203423
292,Martin Garrix,5197587
293,Tove Lo,5197587
294,Jonas Esticado,5191001
295,Jorge & Mateus,5152906
296,Brent Faiyaz,5136895
297,Dahi,5136895
298,Tyler,5136895
299,The Creator,5136895
300,Anne-Marie,5119828
301,KSI,5119828
302,Digital Farm Animals,5119828
303,Bruno Mars,5010072
304,Justin Timberlake,4988571
305,Twenty One Pilots,4958527
306,Diplo,4920218
307,Erica Banks,4915403
308,Metro Boomin,4914682
309,Wallows,4911995
310,Dan + Shay,4911749
311,Vedo,4907925
312,StaySolidRocky,4878286
313,Surfaces,4858392
314,Bastille,4655272
315,The Police,4557418
316,Becky Hill,4516053
317,Goodboys,4516053
318,CORPSE,4488125
319,Savage Ga$p,4488125
