ID,Artist,Streams
1,Olivia Rodrigo,2427363387
2,Doja Cat,943722873
3,Bad Bunny,790386291
4,Dua Lipa,779497723
5,Rauw Alejandro,778082502
6,The Weeknd,706660080
7,Måneskin,677359094
8,Justin Bieber,660525608
9,BTS,626968740
10,Jhayco,552669999
11,DaBaby,546087169
12,Ariana Grande,525453979
13,Lil Nas X,498651336
14,Myke Towers,485716434
15,Giveon,483521967
16,SZA,479328981
17,J Balvin,427987610
18,Billie Eilish,412482727
19,J. Cole,390714029
20,Bruno Mars,368359233
21,Polo G,361797443
22,Ed Sheeran,338139028
23,Daniel Caesar,333627365
24,Maria Becerra,309699858
25,Drake,308577904
26,Lil Baby,288920298
27,Megan Thee Stallion,284820689
28,The Kid LAROI,282518669
29,Nio Garcia,271818560
30,Los Legendarios,259384914
31,Wisin,259384914
32,Travis Scott,256478840
33,Sech,253999421
34,Harry Styles,252466040
35,Pop Smoke,247847703
36,Masked Wolf,235630685
37,Anderson .Paak,232178979
38,Silk Sonic,232178979
39,KAROL G,226971535
40,Post Malone,225952223
41,Maroon 5,218837826
42,Joel Corry,217730497
43,Sebastian Yatra,211015792
44,David Guetta,205944668
45,Riton,200900830
46,Nightcrawlers,200900830
47,Mufasa & Hypeman,200900830
48,Dopamine,200900830
49,Topic,200818095
50,A7S,200818095
51,Lewis Capaldi,200147222
52,Cardi B,195688292
53,Roddy Ricch,178336182
54,The Neighbourhood,171893300
55,Imagine Dragons,166755255
56,OneRepublic,165849713
57,Bella Poarch,163381262
58,Tyler,160830781
59,The Creator,160830781
60,TINI,158175972
61,Flow La Movie,156176773
62,Tiësto,155514513
63,Maluma,155255650
64,Glass Animals,153137647
65,Mora,150785686
66,Gunna,145460037
67,Fivio Foreign,144074533
68,Kali Uchis,140870055
69,Mr. Naisgai,138953241
70,Avicii,137430171
71,Coldplay,137063115
72,24kGoldn,135445420
73,iann dior,135445420
74,Gera MX,135110314
75,Christian Nodal,135110314
76,Queen,134969112
77,ATB,133297438
78,Mariah Angeliq,131813453
79,Anuel AA,131512755
80,Tion Wayne,128549133
81,Russ Millions,128549133
82,Majestic,128109358
83,Boney M.,128109358
84,Tom Grennan,126744700
85,Nicky Jam,126355534
86,ArrDee,122717776
87,E1 (3x3),122717776
88,ZT (3x3),122717776
89,Bugzy Malone,122717776
90,Buni,122717776
91,Darkoo,122717776
92,Don Toliver,121419310
93,Tate McRae,121327655
94,Crissin,119406884
95,Totoy El Frio,119406884
96,Natan & Shander,119406884
97,Duncan Laurence,119241242
98,HVME,117087566
99,Internet Money,116073305
100,Lil Tjay,113435931
101,RAYE,112918144
102,Juhn,107737684
103,Juice WRLD,107257398
104,6LACK,107059198
105,AURORA,106283452
106,Trippie Redd,105368301
107,MNEK,104812353
108,ROSALÍA,101086819
109,Lady Gaga,99948587
110,Playboi Carti,98904095
111,Little Mix,98089705
112,Mc Don Juan,97892446
113,Tones And I,97790105
114,Surf Curse,96210350
115,Khalid,95841149
116,Bizarrap,95428590
117,Galantis,93026524
118,Becky G,92105054
119,Regard,91654514
120,Camila Cabello,89425989
121,NAV,89179259
122,Shawn Mendes,88726555
123,SAINt JHN,88278264
124,Imanbek,88278264
125,Saweetie,87319481
126,Swae Lee,85658527
127,P!nk,84084056
128,Willow Sage Hart,84084056
129,Marshmello,83674526
130,21 Savage,82681724
131,MEDUZA,81053144
132,Dermot Kennedy,81053144
133,Tom Odell,80294361
134,Jonas Brothers,78637402
135,Conan Gray,78340530
136,Ofenbach,77338186
137,Lagique,77338186
138,Selena Gomez,76422860
139,Mc Davi,75450656
140,Mc Pedrinho,75450656
141,DJ 900,75450656
142,Trinidad Cardona,75272636
143,NATTI NATASHA,73881115
144,Bradley Cooper,73851833
145,Hozier,72231035
146,The Chainsmokers,71507528
147,Duki,71322471
148,Lil Durk,70607743
149,Vance Joy,70059708
150,Fleetwood Mac,68812881
151,James Arthur,68760747
152,Morray,68404912
153,Powfu,68169931
154,beabadoobee,68169931
155,Miley Cyrus,66656577
156,Nirvana,66545245
157,StarBoi3,65435226
158,WILLOW,65323812
159,Travis Barker,65323812
160,The Police,65095995
161,Israel & Rodolffo,64403511
162,Wizkid,64145545
163,Kyla,64145545
164,John Legend,64134269
165,Dj Guuga,64099800
166,DJ Ivis,64099800
167,João Gomes,63868379
168,Eminem,62142560
169,Beéle,61369720
170,Mambo Kingz,61369720
171,DJ Luian,61369720
172,Darell,61369720
173,Migos,61275986
174,The Killers,58995943
175,Justin Wellington,58963869
