country,currentRank,previousRank,peakRank,peakDate,appearancesOnChart,consecutiveAppearancesOnChart,rankingMetricValue,rankingMetricType,entryStatus,entryRank,entryDate,trackName,trackUri,displayImageUri,artistName,artistSpotifyUri,Streams,releaseDate
GLOBAL,1,1,1,2020-09-24,9,9,37910562,STREAMS,NO_CHANGE,159,2020-08-13,Mood (feat. iann dior),spotify:track:3tjFYV6RSFtuktYl3ZtYcq,https://i.scdn.co/image/ab67616d00001e0284c53fa832dfa265192419c5,"24kGoldn, iann dior","spotify:artist:6fWVd57NKTalqvmjRd2t8Z, spotify:artist:6ASri4ePR7RlsvIQgWPJpS",37910562,2021-03-26
GLOBAL,2,2,1,2020-08-20,9,9,31393328,STREAMS,NO_CHANGE,2,2020-08-13,WAP (feat. Megan Thee Stallion),spotify:track:4Oun2ylbjFKMPTiaSbbCih,https://i.scdn.co/image/ab67616d00001e02c450c89d3eb750d3535b0a0c,"Cardi B, Megan Thee Stallion","spotify:artist:4kYSro6naA4h99UJvo89HB, spotify:artist:181bsRPaVXVlUKXrxwZfHK",31393328,2020-08-07
GLOBAL,3,5,2,2020-08-27,7,7,28359094,STREAMS,MOVED_UP,2,2020-08-27,Dynamite,spotify:track:0t1kP63rueHleOhQkYSXFY,https://i.scdn.co/image/ab67616d00001e02c07d5d2fdc02ae252fcd07e5,BTS,spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX,28359094,2020-11-20
GLOBAL,4,3,3,2020-10-01,8,8,28351078,STREAMS,MOVED_DOWN,67,2020-08-20,Lemonade (feat. NAV),spotify:track:7hxHWCCAIIxFLCzvDgnQHX,https://i.scdn.co/image/ab67616d00001e02c4adc981dc6656e52c916088,"Internet Money, Gunna, Don Toliver, NAV","spotify:artist:6MPCFvOQv5cIGfw3jODMF0, spotify:artist:2hlmm7s2ICUX0LVIhVFlZQ, spotify:artist:4Gso3d4CscCijv0lmajZWs, spotify:artist:7rkW85dBwwrJtlHRDkJDAC",28351078,2020-08-28
GLOBAL,5,4,2,2020-09-03,10,10,27356602,STREAMS,MOVED_DOWN,58,2020-08-06,Hawái,spotify:track:1yoMvmasuxZfqHEipJhRbp,https://i.scdn.co/image/ab67616d00001e0287d15f78ec75621d40028baf,Maluma,spotify:artist:1r4hJ1h58CWwUQe3MxPuau,27356602,2020-08-21
GLOBAL,6,-1,6,2020-10-08,1,1,26331588,STREAMS,NEW_ENTRY,6,2020-10-08,Lovesick Girls,spotify:track:4Ws314Ylb27BVsvlZOy30C,https://i.scdn.co/image/ab67616d00001e021895052324f123becdd0d53d,BLACKPINK,spotify:artist:41MozSoPIsD1dJM0CLPjZF,26331588,2020-10-02
GLOBAL,7,9,7,2020-10-08,14,14,22837971,STREAMS,MOVED_UP,18,2020-07-09,For The Night (feat. Lil Baby & DaBaby),spotify:track:0PvFJmanyNQMseIFrU708S,https://i.scdn.co/image/ab67616d00001e0277ada0863603903f57b34369,"Pop Smoke, Lil Baby, DaBaby","spotify:artist:0eDvMgVFoNV3TpwtrVCoTj, spotify:artist:5f7VJjfbwm532GiveGC0ZK, spotify:artist:4r63FhuTkUYltbVAg5TQnk",22837971,2020-07-03
GLOBAL,8,7,1,2020-02-27,45,45,22792468,STREAMS,MOVED_DOWN,7,2019-12-05,Blinding Lights,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://i.scdn.co/image/ab67616d00001e028863bc11d2aa12b54f5aeb36,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,22792468,2020-03-20
GLOBAL,9,6,4,2020-09-24,3,3,22290608,STREAMS,MOVED_DOWN,4,2020-09-24,Holy (feat. Chance The Rapper),spotify:track:5u1n1kITHCxxp8twBcZxWy,https://i.scdn.co/image/ab67616d00001e02572c68f79b356c21202e248c,"Justin Bieber, Chance the Rapper","spotify:artist:1uNFoZAHBGtllmzznpCI3s, spotify:artist:1anyVhU62p31KFi8MEzkbf",22290608,2020-09-18
GLOBAL,10,8,4,2020-07-23,47,47,21785491,STREAMS,MOVED_DOWN,21,2019-11-21,Watermelon Sugar,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://i.scdn.co/image/ab67616d00001e0277fdcfda6535601aff081b6a,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,21785491,2019-12-13
GLOBAL,11,-1,11,2020-10-08,1,1,19722370,STREAMS,NEW_ENTRY,11,2020-10-08,Bet You Wanna (Feat. Cardi B),spotify:track:7iAgNZdotu40NwtoIWJHFe,https://i.scdn.co/image/ab67616d00001e021895052324f123becdd0d53d,"BLACKPINK, Cardi B","spotify:artist:41MozSoPIsD1dJM0CLPjZF, spotify:artist:4kYSro6naA4h99UJvo89HB",19722370,2020-10-02
GLOBAL,12,-1,12,2020-10-08,1,1,19539978,STREAMS,NEW_ENTRY,12,2020-10-08,Wonder,spotify:track:5KCbr5ndeby4y4ggthdiAb,https://i.scdn.co/image/ab67616d00001e023d9621bb2904dc57a60a6b36,Shawn Mendes,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,19539978,2020-10-02
GLOBAL,13,20,13,2020-10-08,5,4,19334015,STREAMS,MOVED_UP,101,2020-07-09,What You Know Bout Love,spotify:track:1tkg4EHVoqnhR6iFEXb60y,https://i.scdn.co/image/ab67616d00001e0277ada0863603903f57b34369,Pop Smoke,spotify:artist:0eDvMgVFoNV3TpwtrVCoTj,19334015,2020-07-03
GLOBAL,14,13,12,2020-09-17,13,13,18917743,STREAMS,MOVED_DOWN,170,2020-07-16,Head & Heart (feat. MNEK),spotify:track:6cx06DFPPHchuUAcTxznu9,https://i.scdn.co/image/ab67616d00001e0291e93c59bacfe819db9601eb,"Joel Corry, MNEK","spotify:artist:6DgP9otnZw5z6daOntINxp, spotify:artist:7uMh23xWiuR7zsNkuNcm2G",18917743,2020-07-03
